Id,SysDate,SysTime,SessionId,CompId,FinYearId,PRSPRFlag,POId,PONo,SupplierId,Reference,ReferenceDate,ReferenceDesc,PaymentTerms,Freight,Octroi,ModeOfDispatch,Inspection,FileName,FileSize,ContentType,FileData,Remarks,Checked,CheckedBy,CheckedDate,CheckedTime,Approve,ApprovedBy,ApproveDate,ApproveTime,Authorize,AuthorizedBy,AuthorizeDate,AuthorizeTime,ShipTo,AmendmentNo,Warrenty,Insurance,TC
8267,2022-01-25,4:37:35 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1248,1,-,
8268,2022-01-25,4:46:52 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1249,1,-,
8269,2022-01-25,4:54:44 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1250,1,-,
8270,2022-01-28,10:29:23 AM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1251,1,-,
8271,2022-01-28,10:30:32 AM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1252,1,-,
8272,2022-01-28,10:35:35 AM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1253,1,-,
8273,2022-01-28,10:45:06 AM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1254,1,-,
8274,2022-01-28,10:52:14 AM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1255,1,-,
8275,2022-01-28,11:02:04 AM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1256,1,-,
8276,2022-01-28,11:05:57 AM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1257,1,-,
8277,2022-01-28,11:10:16 AM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1258,1,-,
8278,2022-01-28,11:16:39 AM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1259,1,-,
8279,2022-01-28,11:22:34 AM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1260,1,-,
8280,2022-01-28,11:28:34 AM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1261,1,-,
8281,2022-01-28,11:32:49 AM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1262,1,-,
8282,2022-01-25,2:49:05 PM,sapl0350                                         ,1,9,1,16401,1058,M100,1,2022-01-25,Against your cotation,2,2,6,transferred by you,At your end please provide reports,,,,,,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-9881147037 Fax No.-+91-2113-281800 Email No.-Sales@synergytechs.com",0,1,0,
8283,2022-01-28,11:52:27 AM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1263,1,-,
8284,2022-01-28,12:17:16 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1264,1,-,
8285,2022-01-28,1:22:08 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1265,1,-,
8286,2022-01-28,1:24:57 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1266,1,-,
8287,2022-01-28,1:45:46 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1267,1,-,
8288,2022-01-28,2:01:30 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1268,1,-,
8289,2022-01-28,2:03:37 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1269,1,-,
8290,2022-01-28,2:13:50 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1270,1,-,
8291,2022-01-28,2:16:32 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1271,1,-,
8292,2022-01-28,2:20:52 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1272,1,-,
8293,2022-01-28,2:25:44 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1273,1,-,
8294,2022-01-28,2:31:01 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1274,1,-,
8295,2022-01-28,2:34:24 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1275,1,-,
8296,2022-01-28,2:39:38 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1276,1,-,
8297,2022-01-28,2:42:00 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1277,1,-,
8298,2022-01-18,12:16:35 PM,SAPL0324,1,9,1,16347,1004,M091,1,2022-01-18,AGAINST YOUR QUOTATION,2,2,6,COLLECTION BY US,AT YOUR END also provide report,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-9881147037 Fax No.-+91-2113-281800 Email No.-Sales@synergytechs.com",0,1,-,
8299,2022-01-28,2:50:54 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1278,1,-,
8300,2022-01-28,3:32:25 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1279,1,-,
8301,2022-01-28,3:45:34 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1280,1,-,
8302,2022-01-28,3:47:00 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1281,1,-,
8303,2022-01-28,3:49:45 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1282,1,-,
8304,2022-01-28,4:00:13 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1283,1,-,
8305,2022-01-28,4:04:58 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1284,1,-,
8306,2022-01-28,4:06:49 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1285,1,-,
8307,2022-01-28,4:08:21 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1286,1,-,
8308,2022-01-28,4:08:59 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1287,1,-,
8309,2022-01-28,4:14:42 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1288,1,-,
8310,2022-01-28,5:00:46 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1289,1,-,
8311,2022-01-28,5:09:27 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1290,1,-,
8312,2022-01-28,5:12:27 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1291,1,-,
8313,2022-01-28,5:15:22 PM,sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1292,1,-,
8314,2022-01-30,12:02:16 PM,Sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1293,1,-,
8315,2022-01-30,12:07:44 PM,Sapl0354,1,4,1,5161,0192,M057,5,2016-09-19,,8,2,6,,,,,,,-,1,Sapl0245,2016-09-19,6:21:33 PM,1,Sapl0013,2016-09-19,6:24:01 PM,1,sapl0013,2016-10-22,8:29:28 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1294,1,-,
