POId,SysDate,SysTime,SessionId,CompId,FinYearId,CustomerId,QuotationNo,PONo,PODate,POReceivedDate,VendorCode,PaymentTerms,PF,VAT,Excise,Octroi,Warrenty,Insurance,Transport,NoteNo,RegistrationNo,Freight,Remarks,CST,Validity,OtherCharges,FileName,FileSize,ContentType,FileData,EnqId
684,2019-10-19,2:55:38 PM,sapl0313,1,7,A004,0,LOI,2019-10-15,2019-10-15,-,50% Advance along with PO. 40% + Taxes against Proforma Invoice before dispatch. 10% after Installation & Commissioning at Autoline.,INCLUSIVE,-,-,-,12 MONTHS FROM DATE  DISPATCH.,-,-,-,-,-,Customer Formal PO is awaited from last 8 days.,-,30.11.2019,0,,0.0,application/octet-stream,,683
685,2019-10-19,3:15:26 PM,sapl0313,1,7,A004,0,LOI,2019-10-15,2019-10-19,-,50% Advance along with PO. 40% + Taxes against Proforma Invoice before dispatch. 10% after Installation & Commissioning at Autoline.,0,-,-,-,12 MONTHS FROM DATE  DISPATCH.,0,By Road,-,-,0,,-,30.11.2019,0,,0.0,application/octet-stream,,683
686,2019-12-24,4:17:38 PM,sapl0313,1,7,A004,0,C2TRPO1920_000827,2019-11-08,2019-12-02,-,50% Advance along with PO. 40% + Taxes against Proforma Invoice before dispatch. 10% after Installation & Commissioning at Autoline.,0,-,-,-,12 months from delivery.,Customer Scope,By Road,-,-,Inclusive,,-,30.11.2019,0,PO_Welding Fixt_Nexon_EV_MCE.pdf,79485.0,application/pdf,,683
687,2019-11-04,6:53:00 PM,sapl0313,1,7,C004,0,IND6206730,2019-06-25,2019-06-26,-,"(i) 80% of PO value against receipt of the material at PHP plant against GRR and (ii) 20% of PO value against successful Installation, trials and prove-out of the safety wire ropes at PHP.",INCLUSIVE,-,-,0,12 MONTHS FROM DATE  DISPATCH.,0,By Road,-,-,Inclusive,"Scope of Supply:
Design, Manufacture, supply.",-,30.11.2019,0,,0.0,application/octet-stream,,684
688,2020-11-03,3:15:17 PM,sapl0313,1,8,C015,0,IND6319788,2019-10-24,2019-10-24,-,"(i) 80% of PO value against receipt of the material at PHP plant against GRR and (ii) 20% of PO value against successful Installation, trials and prove-out of the safety wire ropes at PHP.",INCLUSIVE,-,-,0,24 MONTHS FROM DATE  DISPATCH.,Customer Scope,By Road,-,-,Inclusive,"Scope of Supply:
Manufacture material as per enclosed MOM
Supply to Cummins PHP
Installation and commissioining at Cummins PHP
Load Test at site.",-,30.11.2019,0,,0.0,application/octet-stream,,685
689,2019-12-22,3:55:13 PM,Sapl0003,1,7,A004,0,C2TRPO1920000945,2019-12-10,2019-12-10,-,"30% Advance, 60% + Taxes against Proforma invoice before dispatch & Balance 10% after installation commissioning.",INCLUSIVE,-,-,-,12 MONTHS FROM DATE  DISPATCH.,INCLUSIVE,By Road,-,-,Inclusive,"Scope of Supply- Design, Manufacturing, Supply, Commissioning and Proving.",-,30.12.2019,0,,0.0,application/octet-stream,,686
690,2019-11-26,5:59:22 PM,sapl0313,1,7,A004,0,C2TRPO1920_000887,2019-11-25,2019-11-26,-,"30% Advance, 60% + Taxes against Proforma invoice before dispatch & Balance 10% after installation commissioning.",0,-,-,0,12 MONTHS FROM DATE  DISPATCH.,INCLUSIVE,By Road,-,-,INCLUSIVE,Formal PO is pending from Customer,-,30.12.2019,0,PO-Nexon_EV_MCE_Inspection Fixture Purchae Order..pdf,79536.0,application/pdf,,687
691,2019-11-27,11:17:07 AM,sapl0313,1,7,A018,0,U5PO1920_000332,2019-04-15,2019-04-15,-,100% against Proforma Invoice,INCLUSIVE,-,-,-,-,Customer Scope,By Road,-,-,Inclusive,Spares Item - Packing & Forwarding/Delivery in SAPL Scope.,-,30.12.2019,-,PO Magnetic Plunger with Break Coil.PDF,75647.0,application/pdf,,688
692,2019-12-18,6:46:38 PM,sapl0313,1,7,O002,0,002945,2019-12-17,2019-12-17,-,90 Days from data of Invoice,INCLUSIVE,-,-,-,-,Customer Scope,By Road,-,-,Inclusive,"Scope :
Manufacturing as per Customer Drawing, Fabrication, SR + SB, Primer + Paint, Delivery to customer.",-,30.12.2019,-,PO 2945 SAPL 114.pdf,277961.0,application/pdf,,689
693,2019-12-17,4:33:31 PM,Sapl0001,1,7,N003,0,43000420594300042286,2019-11-30,2019-12-03,-,"90% against Proforma, balance after 30 days from Delivery",INCLUSIVE,-,-,-,12 MONTHS FROM DATE  DISPATCH.,-,By Road,-,-,Inclusive,"Scope of Supply- 
Manufacturing, Packing & Forwarding.",-,30.12.2019,-,,0.0,application/octet-stream,,690
694,2019-12-06,6:23:14 PM,sapl0313,1,7,A004,0,C2TRPO1920_000928,2019-12-04,2019-12-06,-,"30% Advance, 60% before dispatch & balance after commissioning",INCLUSIVE,-,-,-,12 MONTHS FROM DATE  DISPATCH.,Customer Scope,By Road,-,-,Inclusive,This PO is for 2 new Handy Fixtures and Modification in One existing Fixture.,-,30.12.2019,-,PO_Handy Fixture purchase order..pdf,79264.0,application/pdf,,691
695,2019-12-11,7:39:56 PM,sapl0313,1,7,S019,0,U1RPM1920000195&U1CG11920000069,2019-12-09,2019-12-10,-,30 Days from Delivery,-,-,-,-,-,-,By Road,-,-,Inclusive,,-,30.12.2019,-,PO -Service Modification ECN.pdf,57177.0,application/pdf,,692
696,2019-12-23,6:19:09 PM,sapl0313,1,7,N003,0,4300042513,2019-12-23,2019-12-23,-,"90% against Proforma, balance after 30 days from Delivery",-,-,-,-,12 MONTHS FROM DATE  DISPATCH.,Customer Scope,By Road,-,-,Inclusive,Scope of Supply / delivery at Hosur.,-,30.12.2019,-,PO- 23.12.2019.pdf,31416.0,application/pdf,,693
697,2019-12-29,5:55:02 PM,sapl0313,1,7,A002,0,LOI27122019,2019-12-27,2019-12-27,-,"30% Advance, 60% before dispatch & balance after commissioning",INCLUSIVE,-,-,0,12 MONTHS FROM DATE  DISPATCH.,Customer Scope,By Road,-,-,Inclusive,,-,30.12.2019,-,,0.0,application/octet-stream,,694
698,2020-02-04,4:53:01 PM,sapl0313,1,7,O002,0,PO/2020/000500,2020-02-03,2020-02-03,-,"Taxes before Dispatch, Basic 100% Amt. after 60 Days from Delivery",-,-,-,-,12 MONTHS FROM DATE  DISPATCH.,Customer Scope,By Road,-,-,Inclusive,,-,20.02.2020,-,,0.0,application/octet-stream,,695
699,2020-08-02,5:38:49 PM,sapl0313,1,7,S034,0,PO-SUTK/PO/1920/00277,2020-01-02,2020-01-03,-,"40% Advance against Proforma Invoice, 40% + Taxes against PI after Trials at SAPL, 20% against PPAP approval.",INCLUSIVE,-,-,-,12 MONTHS FROM DATE  DISPATCH.,INCLUSIVE,By Road,-,-,Inclusive,"Complete Scope of Design, Manufacturing, Painting, Trials, Packaging, Delivery at Sitarganj, Installation, Commissioning.",-,30.08.2020,-,,0.0,application/octet-stream,,696
700,2020-02-04,4:41:05 PM,sapl0313,1,7,O002,0,PO/2020/000288,2020-01-22,2020-01-22,-,"Taxes before Dispatch, Basic 100% Amt. after 60 Days from Delivery",0,-,-,-,12 MONTHS FROM DATE  DISPATCH.,-,By Road,-,-,Inclusive,,-,15.02.2020,-,,0.0,application/octet-stream,,697
701,2020-02-14,2:18:36 PM,sapl0313,1,7,O002,0,PO/2020/000908,2020-02-13,2020-02-13,-,90 Days from data of Invoice,INCLUSIVE,-,-,-,12 MONTHS FROM DATE  DISPATCH.,Customer Scope,By Road,-,-,Inclusive,"Scope- Manufacturing, Painting & Delivery at Customer",-,30.03.2020,-,,0.0,application/octet-stream,,699
702,2020-03-03,10:54:37 AM,sapl0313,1,7,N002,0,4300043614,2020-02-14,2020-02-17,-,"90% Advance, balance after commissioning",INCLUSIVE,-,-,-,12 MONTHS FROM DATE  DISPATCH.,Customer Scope,By Road,-,-,Inclusive,,-,-,-,,0.0,application/octet-stream,,700
703,2020-08-29,3:42:28 PM,sapl0313,1,8,N002,0,4300043061,2020-01-22,2020-01-23,-,"40% Advance, 40% before Dispatch and balance 20% after installation commissioning",-,-,-,-,-,Customer Scope,By Road,-,-,Inclusive,"Complete Scope of Design, Manufacturing, Trial, Proving, Supply and Installation commissioning.",-,30.04.2020,-,,0.0,application/octet-stream,,701
704,2020-05-31,6:17:38 PM,sapl0313,1,7,P013,0,2011004,2020-01-17,2020-02-05,-,"40% Advance, 40% before dispatch, balance 20% after Installation commissioning.",-,-,-,-,12 MONTHS FROM DATE  DISPATCH.,Customer Scope,By Road,-,-,Inclusive,"INSTRUCTIONS
1. Send materials with Original Invoice+2 copies
2. Clearly indicate Purchase Order Number part Number & GST Regn Number in Invoice
3. Do not combine several orders in Single Invoice
4. Invoice will be approved only after verification and acceptance of materials
5. Payment will be made only after deducting value of rejection if any
6. Test certificates/Checklist to be enclosed along with materials
7. To comply with ISO 9001 -2015,IATF 16949-2016 and ISO 14001 requirements",-,-,-,PO - FES Fixtures.pdf,71969.0,application/pdf,,702
705,2020-03-08,2:24:35 PM,Sapl0313,1,7,N002,0,DummyWO0218,2020-03-08,2020-03-08,-,-,-,-,-,-,-,-,-,-,-,-,,-,30.05.2020,-,,0.0,application/octet-stream,,703
706,2020-03-08,3:39:56 PM,Sapl0313,1,7,P013,0,DummyWO0219,2020-03-08,2020-03-08,-,-,-,-,-,-,-,-,-,-,-,-,Dummy Order,-,30.05.2020,-,,0.0,application/octet-stream,,704
707,2020-06-13,5:51:30 PM,sapl0313,1,7,O002,0,LOI13032020,2020-03-13,2020-03-13,-,90 days after delivery.,INCLUSIVE,-,-,-,12 MONTHS FROM DATE  DISPATCH.,-,By Road,-,-,Inclusive,,-,30.07.2020,-,PO_2020_001535_Synergytech.pdf,278536.0,application/pdf,,705
708,2020-03-14,2:57:44 PM,Sapl0313,1,7,N002,0,TPL_Neel_Prabha,2020-03-14,2020-03-14,-,-,-,-,-,-,-,-,-,-,-,-,,-,30.05.2020,-,,0.0,application/octet-stream,,706
709,2020-03-14,3:15:36 PM,Sapl0313,1,7,N002,0,TPL_Neel_Prabha,2020-03-14,2020-03-14,-,-,-,-,-,0,-,-,-,-,-,-,This is only for TPL Entry.,-,30.05.2020,-,,0.0,application/octet-stream,,707
710,2020-03-16,10:33:56 AM,Sapl0313,1,7,N002,0,TPL_Neel_Prabha,2020-03-16,2020-03-16,-,-,-,-,-,-,-,-,-,-,-,-,This is for TPL Entry & Orders only,-,30.05.2020,-,,0.0,application/octet-stream,,708
711,2020-03-16,12:20:13 PM,Sapl0313,1,7,N002,0,TPL_Neel_Prabha,2020-03-16,2020-03-16,-,-,-,-,-,-,-,-,-,-,-,-,Only for TPL entry and Supplier Orders,-,30.05.2020,-,,0.0,application/octet-stream,,709
712,2020-05-29,2:09:10 PM,sapl0313,1,7,T002,0,9300023508,2019-08-29,2019-08-29,-,within 30 days on satisfactory receipt of goods at site,INCLUSIVE,-,-,-,12 MONTHS FROM DATE  DISPATCH.,-,By Road,-,-,-,,-,-,-,TML-PO 9300023508.pdf,1066908.0,application/pdf,,710
713,2020-08-05,3:27:25 PM,sapl0313,1,7,S006,0,LOI Aug 2020,2020-08-05,2020-08-05,-,100% after delivery,0,-,-,-,12 MONTHS FROM DATE  DISPATCH.,0,By Road,-,-,0,,-,30.09.2020,-,,0.0,application/octet-stream,,711
714,2020-08-05,4:33:57 PM,sapl0313,1,7,S006,0,LOI 05 Aug 2020,2020-08-05,2020-08-05,-,100% after delivery,0,-,-,-,-,-,-,-,-,-,,-,30.09.2020,-,,0.0,application/octet-stream,,712
715,2020-08-08,11:18:36 AM,sapl0313,1,7,N003,0,4300045356,2020-08-04,2020-08-05,-,"90% AGAINST PI BEFORE DISPATCH , BALANCE AFTER COMMISSIONING",INCLUSIVE,-,-,-,12 MONTHS FROM DATE  DISPATCH.,INCLUSIVE,By Road,-,-,Inclusive,"ASSEMBLY FINISH, PACKING AND DELIVERY TO CUSTOMER",-,30.08.2020,-,PO-SYNERGY TECH 04-08-20.pdf,43832.0,application/pdf,,713
716,2020-08-23,3:27:09 PM,sapl0313,1,7,T018,0,256362,2020-08-18,2020-08-19,-,60 Days after receipt and acceptance of Material,0,-,-,-,-,-,By Road,-,-,Inclusive,,-,-,-,,0.0,application/octet-stream,,714
717,2020-08-31,2:27:35 PM,sapl0313,1,8,S006,0,Verbal by DNS,2020-08-30,2020-08-30,-,60 Days after receipt and acceptance of Material,0,-,-,-,12 MONTHS FROM DATE  DISPATCH.,-,By Road,-,-,0,Maintain Min. Inventory.,-,-,-,,0.0,application/octet-stream,,715
718,2020-09-22,11:09:08 AM,sapl0313,1,8,S006,0,Verbal by NMC,2020-09-22,2020-09-22,-,60 Days after receipt and acceptance of Material,0,-,-,-,-,-,-,-,-,-,Internal Order as Investment of Tooling and welding SPM for Customer TECHNOFOR job work assemblies.,-,-,-,,0.0,application/octet-stream,,716
719,2020-09-22,12:19:08 PM,sapl0313,1,8,G015,0,GP/20-21/12-IV,2020-09-18,2020-09-19,-,"30% Advance against PO, 60% + Taxes against PI before dispatch, 10% after installation comm",-,-,-,-,12 MONTHS FROM DATE  DISPATCH.,-,By Road,-,-,Inclusive,"Complete Scope of Design, Manufacturing, Supply, Inst. and Commissioning at Customer end.",-,-,-,Synergetic_po_.pdf,151317.0,application/pdf,,717
720,2020-09-24,2:13:36 PM,sapl0313,1,8,A004,0,C1PO2021_000175,2020-08-31,2020-09-01,-,15 Days from GRN,0,-,-,-,12 MONTHS FROM DATE  DISPATCH.,-,By Road,-,-,Inclusive,,-,-,-,,0.0,application/octet-stream,,718
721,2020-09-25,11:42:54 AM,sapl0313,1,8,T018,0,258764,2020-09-22,2020-09-22,-,60 Days after receipt and acceptance of Material,-,-,-,-,12 MONTHS FROM DATE  DISPATCH.,-,By Road,-,-,Inclusive,Complete Set of 21 Drawings,-,-,-,,0.0,application/octet-stream,,719
722,2020-09-26,4:44:53 PM,sapl0313,1,8,T018,0,259228,2020-09-26,2020-09-26,-,60 Days after receipt and acceptance of Material,-,-,-,-,-,INCLUSIVE,-,-,-,Inclusive,,-,-,-,,0.0,application/octet-stream,,720
723,2020-10-05,12:02:32 PM,sapl0313,1,8,A004,0,C1PO2021_000283,2020-10-02,2020-10-03,-,15 Days from GRN,INCLUSIVE,-,-,-,12 MONTHS FROM DATE  DISPATCH.,-,By Road,-,-,Inclusive,,-,-,-,Gun Rail_Purchase Orde- Oct. 20.pdf,79019.0,application/pdf,,721
724,2020-10-06,9:57:50 AM,sapl0313,1,8,T018,0,259834,2020-10-05,2020-10-05,-,60 Days after receipt and acceptance of Material,INCLUSIVE,-,-,-,-,-,By Road,-,-,Inclusive,,-,-,-,,0.0,application/octet-stream,,722
725,2020-11-02,12:37:27 PM,sapl0313,1,8,T018,0,261066,2020-10-20,2020-10-14,-,Sixty days after receipt and acceptance of material.,-,-,-,-,12 MONTHS FROM DATE  DISPATCH.,INCLUSIVE,By Road,-,-,-,,-,-,-,,0.0,application/octet-stream,,723
726,2020-10-20,10:57:35 AM,sapl0313,1,8,C004,0,IND6590000,2020-10-19,2020-10-19,-,20% against Bank Guarantee 70 % against Material Receipt + 100% Taxes 10 % after Installation and Commissioning,INCLUSIVE,-,-,-,12 MONTHS FROM DATE  DISPATCH.,INCLUSIVE,By Road,-,-,Inclusive,"Scope of New Material supply, replacement and refurbishment on site, Installation, commissining",-,-,-,,0.0,application/octet-stream,,724
727,2020-10-20,12:05:38 PM,sapl0313,1,8,A004,0,C1PO2021_000316,2020-10-19,2020-10-19,-,30 days From GRN Date,0,-,-,-,12 MONTHS FROM DATE  DISPATCH.,INCLUSIVE,By Road,-,-,Inclusive,,-,-,-,,0.0,application/octet-stream,,725
728,2020-10-26,3:37:55 PM,sapl0313,1,8,C004,0,IND6596338,2020-10-19,2020-10-20,-,30 days from Commissioning,INCLUSIVE,-,-,-,-,-,-,-,-,-,,-,-,-,,0.0,application/octet-stream,,727
729,2020-10-26,3:42:12 PM,sapl0313,1,8,C004,0,IND6596337,2020-10-19,2020-10-19,-,30 days From GRN Date,-,-,-,-,-,-,By Road,-,-,NA,,-,-,-,,0.0,application/octet-stream,,726
730,2020-11-03,3:22:07 PM,sapl0313,1,8,C015,0,IND6319789,2019-10-21,2019-10-21,-,"100% of PO value + 100% taxes against Successful installation, commissioning & Prove out of Jib crane at Phaltan works",INCLUSIVE,-,-,-,12 MONTHS FROM DATE  DISPATCH.,-,By Road,-,-,Inclusive,"1) Scope of Work -. M/s. Synergytech Automation Pvt. Limited (hereinafter referred as
M/s. Synergytech) has to do Installation, commissioning & Prove out of 500 kg Jib
crane for QSK78 & QSK23 Cylinder head.
2) M/s. Synergytech should demonstrate errorless operation of 500 Kg Jib crane as
per CTIPL requirement.
3) These charges are inclusive of all charges of Synergytech Technician & Engineer
for Installation, commissioning and Prove out of 500 kg Jib crane. No other charges
will be applicable than the charges mentioned in the PO.
4) These charges are inclusive of all test (load test, form 11 etc,). No other charges
will be applicable than the charges mentioned in the PO.",-,-,-,,0.0,application/octet-stream,,728
731,2020-11-09,10:57:06 AM,sapl0313,1,8,A004,0,C1PO2021_000392,2020-11-09,2020-11-09,-,15 days From GRN Date,INCLUSIVE,-,-,-,12 MONTHS FROM DATE  DISPATCH.,-,By Road,-,-,NA,Only material Supply.,-,-,-,,0.0,application/octet-stream,,729
732,2020-12-02,10:29:55 AM,sapl0313,1,8,T018,0,263888,2020-12-01,2020-12-01,-,Sixty days after receipt and acceptance of material.,INCLUSIVE,-,-,-,-,-,By Road,-,-,-,,-,-,-,,0.0,application/octet-stream,,730
733,2021-03-31,2:51:49 PM,Sapl0331,1,8,G017,0,GodrejLOI30112020,2020-11-30,2020-11-30,-,"75% payment within 15days of material recieved date, 100% payment before 7th April 2021",INCLUSIVE,-,-,Inclusive,24months from the date of acceptance of the material,Inclusive,By Road,-,-,Inclusive,"Terms & Conditions:
 
1.Type of Prices: 
Price are Inclusive of Material + Transportation. And the materials shall be delivered/ dispatched strictly as per the instructions given in the Godrej Order.
 
2.Packing of Material:
Materials supplied against this order must be properly packed (confirming to special instructions and standard instructions for the materials) for safe transport by road or rail to the specified destination
 
3.Payment terms:
Supply Part:
100% payment with tax will be done within 45 days after receipt of material at site .
 
Installation & Commissioning:
100% payment with taxes after installation & commissioning within 45days after successful installation & commissioning at customers site and receipt of commissioning certificate from end user.
 
4.Delivery of Material: 
 
Supply & Manufacturing of  Roof Finalisation with template : 07th January  2021.
 
 
5.Progress of Fixture:
After placing of purchase order within a week period, Supplier shall submit a detailed activity-based timing plan starting from order receipt till equipment buy-off at 'Godrej', indicating the major milestones such as order receipt, DAP submission, DAP approval, procurement of bought outs, receipt of bought outs, drawing release for manufacturing, receipt of manufactured parts, sub-assemblies, major assemblies, readiness of equipment fully built ready condition or Supplier trials, if requirement of trial components, Supplier's own trials, Pre-dispatch inspection at Supplier etc.
 
6.Late Delivery (LD):
The agreed dates and delivery periods cannot be observed, for a reason which is attributable to the supplier, the Godrej is entitled to levy a contractual penalty of 0.5 % of the order value for each week or part week of delay, not exceeding 5 % of the scope of delivery to Synergytech Automation Pvt Ltd,.  which is in delay.
 
7.Warranty:
The Supplier fully guarantees the materials for a period of 24months from the date of acceptance of the material following all testing required by the Godrej or 18 months from delivery of the materials whichever comes earlier. Such warranty shall apply to any defect which may arise in the case of any of the materials attributable to faulty material, workmanship or design unless such design was carried out in detail by the Godrej.
 
8.Inspection of Materials:
All material will be inspected as per Godrej representative. And the Godrej shall have the right to inspect the materials during manufacture and before dispatch and to require such tests as may be called for in the order or any attached specification to be carried out to the Godrej satisfaction.
 
9.Installation & Commissioning:
Installation and commissioning will be done at Customer Site and application support will be provided as and when required.
 
10.Godrej will arrange the Unloading, Storage transfer at the site.",-,31.03.2021,-,,0.0,application/octet-stream,,731
734,2020-12-12,6:56:56 PM,sapl0313,1,8,C020,0,IND6629023,2020-11-25,2020-11-26,-,Payment terms are 60 days from the date of receipt of the material or availment of services,0,-,-,-,12 MONTHS FROM DATE  DISPATCH.,INCLUSIVE,By Road,-,-,Inclusive,This is a Service PO for Dismantling of Test Cell Hardware and installation and proving of New Hardware.,-,31.03.2021,-,,0.0,application/octet-stream,,732
735,2020-12-12,8:11:04 PM,sapl0313,1,8,C020,0,IND6629020,2020-11-25,2020-11-26,-,20% Advance against submission of BG. 60% Against Material Delivery at Cummins 10% Against Installation and Commissioning 10% against Handing over sign off,-,-,-,-,12 MONTHS FROM DATE  DISPATCH.,-,By Road,-,-,Inclusive,,-,31.03.2021,-,,0.0,application/octet-stream,,733
736,2022-06-06,3:43:37 PM,SAPL0001,1,10,T018,0,265092,2020-12-15,2020-12-15,-,Sixty days after receipt and acceptance of material.,-,-,-,-,12 MONTHS FROM DATE  DISPATCH.,-,By Road,-,-,Inclusive,,-,31.03.2021,-,,0.0,application/octet-stream,,734
737,2020-12-26,5:13:16 PM,sapl0313,1,8,T018,0,266140,2020-12-26,2020-12-26,-,Payment terms are 60 days from the date of receipt of the material or availment of services,-,-,-,-,-,-,-,-,-,Inclusive,,-,31.03.2021,-,,0.0,application/octet-stream,,735
738,2020-12-21,3:09:52 PM,sapl0313,1,8,A013,0,4100018002,2020-12-12,2020-12-12,-,30 days From GRN Date,-,-,-,-,-,-,-,-,-,Inclusive,,-,31.03.2021,-,,0.0,application/octet-stream,,736
739,2021-01-14,9:55:18 AM,sapl0313,1,8,T018,0,267702,2021-01-13,2021-01-13,-,Payment terms are 60 days from the date of receipt of the material or availment of services,-,-,-,-,-,0,-,-,-,Inclusive,,-,-,-,,0.0,application/octet-stream,,737
740,2020-12-31,5:47:19 PM,sapl0313,1,8,C004,0,VerbalNMC301220,2020-12-30,2020-12-30,-,"80% against Delivery, 20% after commissioning",0,-,-,0,12 MONTHS FROM DATE  DISPATCH.,INCLUSIVE,By Road,-,-,Inclusive,,-,31.03.2021,-,,0.0,application/octet-stream,,738
741,2021-01-14,10:01:56 AM,sapl0313,1,8,T018,0,267702,2021-01-13,2021-01-13,-,Payment terms are 60 days from the date of receipt of the material or availment of services,-,-,-,-,-,-,-,-,-,Inclusive,,-,31.03.2021,-,,0.0,application/octet-stream,,740
742,2021-01-15,5:58:23 PM,sapl0313,1,8,G018,0,GME/SGS/2021/VEDANTA/ORDER/02,2021-01-11,2021-01-11,-,"20% advace,80% against PI",-,-,igst 18%,-,12 MONTHS FROM DATE  DISPATCH.,-,By Road,-,-,-,,-,-,-,ORDER-02_.pdf,128870.0,application/pdf,,742
743,2021-01-15,5:25:22 PM,sapl0313,1,8,G018,0,GME/SGS/2021/VEDANTA/ORDER/01,2021-01-11,2021-01-11,-,"20% advace,80% against PI",0,-,igst 18%,-,12 MONTHS FROM DATE  DISPATCH.,-,By Road,-,-,-,As Per List,-,28-2-2021,-,ORDER 01_.pdf,129507.0,application/pdf,,743
744,2021-01-13,6:37:57 PM,Sapl0002,1,8,T018,0,267702,2021-01-13,2021-01-13,-,60 days,-,sgst 9%,cgst 9%,0,12 MONTHS FROM DATE  DISPATCH.,-,By Road,-,-,-,-,-,-,-,,0.0,application/octet-stream,,737
745,2021-02-01,2:21:22 PM,sapl0313,1,8,T018,0,269476,2021-02-01,2021-02-01,-,Payment terms are 60 days from the date of receipt of the material or availment of services,-,-,-,-,12 MONTHS FROM DATE  DISPATCH.,-,By Road,-,-,Inclusive,,-,31.03.2021,-,,0.0,application/octet-stream,,744
746,2021-01-18,2:16:51 PM,sapl0313,1,8,T018,0,VerbalNMC120121,2021-01-12,2021-01-12,-,Payment terms are 60 days from the date of receipt of the material or availment of services,-,-,-,-,-,-,By Road,-,-,Inclusive,,-,31.03.2021,-,,0.0,application/octet-stream,,745
747,2021-02-04,2:18:19 PM,sapl0001,1,8,T018,0,269884,2021-02-04,2021-02-04,-,After 60 days,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,application/octet-stream,,745
749,2021-02-09,1:27:27 PM,sapl0334,1,8,G019,0,290003817,2021-01-20,2021-01-20,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,GE Renewable Standard Terms and Conditions.pdf,275560.0,application/pdf,,746
750,2021-02-12,11:22:50 AM,sapl0334,1,8,F008,0,4/21-22,2021-02-12,2021-02-12,-,-,-,-,-,-,-,-,-,-,-,-,PO details yet to receive,-,-,-,,0.0,application/octet-stream,,747
751,2021-02-15,11:53:49 AM,sapl0334,1,8,G016,0,Verble NMC15022021,2021-02-15,2021-02-15,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,,0.0,application/octet-stream,,748
752,2021-02-25,9:51:18 AM,sapl0334,1,8,T018,0,272054,2021-02-24,2021-02-24,-,-,-,-,-,-,-,-,-,-,-,--,"1. 1.SS304 MD CONV STAND ASS SET SIZE-905 X 504 X 555 MM WITH - Rs.54775 /- + 18% GST
    ASSEMBLY PART SET ( PR-200961 ) D / T 
2.SS304 MD CONV STAND ASS SET SIZE-905 X 504 X 555 MM WITH ASSEMBLY PART SET (      PR-200961 ) D / T & POLISHING Charges - Rs.13500/- +12% GST",-,-,-,,0.0,application/octet-stream,,749
753,2021-03-10,2:42:57 PM,sapl0334,1,8,C004,0,Verbal DNS 23022021,2021-02-23,2021-02-23,-,100% payment against material delivery at site,-,-,-,-,-,-,-,-,-,-,,-,-,-,po.png,446522.0,image/png,,750
754,2021-03-24,10:22:29 AM,Sapl0334,1,8,T018,0,PR-201532,2021-03-23,2021-03-23,-,Sixty days after receipt and acceptance of material. Delivery free at our address above.,-,-,-,-,-,-,-,--,-,-,15th SET SS Conveyor stand,-,-,-,,0.0,application/octet-stream,,752
755,2021-02-27,9:21:05 AM,sapl0334,1,8,G020,0,5810000932,2021-02-24,2021-02-26,-,30 Days after delivery,-,-,-,-,12 Months from date of delivery,-,-,-,-,-,,-,-,-,PO GESTAMP 4 Nos.pdf,2066774.0,application/pdf,,753
756,2021-02-27,9:37:44 AM,sapl0334,1,8,G020,0,5810000928,2021-02-24,2021-02-26,-,30 Days after delivery,-,-,-,-,-,-,-,-,-,-,Prototype Modification,-,-,-,PO GESTAMP 1 Nos.pdf,2054858.0,application/pdf,,754
757,2021-03-02,5:53:49 PM,sapl0334,1,8,G018,0,Verble NMC02/03/2021,2021-03-02,2021-03-02,-,20% Advance & 80% against PI,-,-,-,-,-,--,-,-,-,-,Exact values to be edited after receiving PO,-,-,-,,0.0,application/octet-stream,,755
758,2021-03-10,11:14:28 AM,sapl0334,1,8,G016,0,GP/20 21/22-IV,2021-03-09,2021-03-10,-,50% advance and 50% against material delivery,-,-,-,-,36 MONTHS FROM DATE  DISPATCH.,-,By Road,-,-,-,"A) Structure - 30*6 meter ht 4.2meter- 250KG Capacity
B) Long Rail - 30mtr*4 Nos
C) Cross Rail - 2.5mtr*6 Nos, 6mtr*10
D) Trolley set - 7 Nos.
E)Hoist 250Kg- 7 Nos.(With chain and hook for job lift)",-,-,-,PO.jpg,362660.0,image/jpeg,,756
759,2021-03-10,2:54:46 PM,sapl0334,1,8,C020,0,IND6709125,2021-03-10,2021-03-10,-,100% payment after installation at site,-,-,-,-,-,--,-,-,-,-,,-,-,-,installation po.png,441468.0,image/png,,757
760,2021-03-22,1:31:56 PM,Sapl0334,1,8,G017,0,1800/1DR026470/CA1018386,2021-03-06,2021-03-06,-,-,-,--,-,-,-,-,-,-,--,-,RRTS set,-,-,-,Synergy_CA1018386.pdf,264234.0,application/pdf,,758
761,2021-03-31,9:27:07 AM,Sapl0334,1,8,J012,0,2020-21/00229,2021-03-31,2021-03-31,-,-,-,-,-,-,--,-,-,-,-,-,TC & PDI,--,-,-,,0.0,application/octet-stream,,759
762,2021-03-31,10:36:06 AM,Sapl0334,1,8,G020,0,Verble,2021-04-07,2021-04-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,application/octet-stream,,760
