EnqId,SysDate,SysTime,SessionId,CompId,FinYearId,CustomerId,CustomerName,RegdAddress,RegdCountry,RegdState,RegdCity,RegdPinNo,RegdContactNo,RegdFaxNo,WorkAddress,WorkCountry,WorkState,WorkCity,WorkPinNo,WorkContactNo,WorkFaxNo,MaterialDelAddress,MaterialDelCountry,MaterialDelState,MaterialDelCity,MaterialDelPinNo,MaterialDelContactNo,MaterialDelFaxNo,ContactPerson,JuridictionCode,Commissionurate,TinVatNo,Email,EccNo,Divn,TinCstNo,ContactNo,Range,PanNo,TDSCode,Remark,EnquiryFor,Flag,POStatus
746,2021-02-09,10:05:32 AM,sapl0334,1,8,G019,GE INDIA INDUSTRIAL PVT LTD ,"GE India Industrial Pvt Ltd, (Division : Wind Energy), Brigade Metropolis, 73/1 Whitefield Road,Summit Tower B Bangalore",1,17,293,560048,0000000000,-,"GERE_IN7_LM POWER BLADES BANGALORE LM Power Blades (India) Private Ltd.Plot No-85, KIADB Industrial Area-Phase II, Dabaspet, Nelamangala Taluk BANGLORE(RURAL DIST.), KARNATAKA India",1,17,294,562111,9663157191,-,"GERE_IN7_LM POWER BLADES BANGALORE LM Power Blades (India) Private Ltd.Plot No-85, KIADB Industrial Area-Phase II, Dabaspet, Nelamangala Taluk BANGLORE(RURAL DIST.), KARNATAKA India",1,17,294,562111,9663157191,-,Makrand Ratnaparkhi,-,-,29AAACG4901D1Z0,makrand.ratnaparkhi@ge.com,-,-,29AAACG4901D1Z0,9663157191,BLRG06015G,AAACG4901D,-,,Supply of Semi Automated Grinding System,1,1
747,2021-02-12,10:44:30 AM,sapl0334,1,8,F008,FINE ELECTROCOATING ,"Gat No 54, Pune Nashik Highway, Kuruli, behind Hotel Sai Sagar, Chakan, Maharashtra",1,21,405,410501,0000000000,-,"Gat No 54, Pune Nashik Highway, Kuruli, behind Hotel Sai Sagar, Chakan, Maharashtra",1,21,405,410501,0000000000,-,"Gat No 54, Pune Nashik Highway, Kuruli, behind Hotel Sai Sagar, Chakan, Maharashtra",1,21,405,410501,0000000000,-,-,-,-,-,a@a.com,-,-,-,-,-,-,-,77 trolleys and 2 tables,Storage Trolleys and Sealer application Table,1,1
748,2021-02-15,11:50:37 AM,sapl0334,1,8,G016,GLORIA ENGINEERING COMPANY ,"GAT NO.1326, SHELARWASTI,DEHU ALANDI ROAD.",1,21,405,412 114,-,-,"GAT NO.1326, SHELARWASTI,DEHU ALANDI ROAD.",1,21,405,412 114,-,-,"GAT NO.1326, SHELARWASTI,DEHU ALANDI ROAD.",1,21,405,412 114,-,-,S.K.Kadam,-,PUNE - I,27260000969V,purchase@gloriagroup.co.in,AACFG5559LXM004,PUNE - II,27260000969C,-,-,-,-,6 Meter structure,Structure,1,1
749,2021-02-15,1:49:38 PM,sapl0334,1,8,T018,TECHNOFOUR ELECTRONICS PVT. LTD. ,"Technofour Electronics Pvt. Ltd., 45, Dr Ambedkr Rd., Pune 411001",1,21,405,411001,02113 305 222/38/48,-,"Gat. no. 3(part), 243(part), 5(part), Kasurdi (Kheba),Tal.-Bhor, Dist.-Pune, PIN- 412205",1,21,405,412205,02113 305 222/38/48,-,"Gat. no. 3(part), 243(part), 5(part), Kasurdi (Kheba),Tal.-Bhor, Dist.-Pune, PIN- 412205",1,21,405,412205,02113 305 222/38/48,-,-,-,-,-,purchase@technofour.com,-,-,27AAACT6286G123,-,-,-,-,,Tube Stand_1300LG_125BW_850HT_DIVERTOR_LOCKABLEWHEELS_STAB AT Entry,1,1
750,2021-02-23,1:48:58 PM,sapl0334,1,8,C004,CUMMINS INDIA LIMITED ,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,Rashmi naik,-,-,27410344315/V DT 01/04/06,rashmi.naik@cummins.com,AAACC7258BST001,-,27AAACC7258B1ZW,8669998744,27410344315/c DT 01/04/06,-,27AAACC7258B1ZW,,Jig Boom Refurbishment. CTCI,1,1
751,2021-02-23,4:37:48 PM,sapl0334,1,8,G016,GLORIA ENGINEERING COMPANY ,"GAT NO.1326, SHELARWASTI,DEHU ALANDI ROAD.",1,21,405,412 114,-,-,"GAT NO.1326, SHELARWASTI,DEHU ALANDI ROAD.",1,21,405,412 114,-,-,"GAT NO.1326, SHELARWASTI,DEHU ALANDI ROAD.",1,21,405,412 114,-,-,S.K.Kadam,-,PUNE - I,27260000969V,purchase@gloriagroup.co.in,AACFG5559LXM004,PUNE - II,27260000969C,-,-,-,-,4 station with single conveyor welding SPM for part length 1610&1710mm. with tunion,conveyorized Welding SPM,1,0
752,2021-02-24,9:38:52 AM,sapl0334,1,8,T018,TECHNOFOUR ELECTRONICS PVT. LTD. ,"Technofour Electronics Pvt. Ltd., 45, Dr Ambedkr Rd., Pune 411001",1,21,405,411001,02113 305 222/38/48,-,"Gat. no. 3(part), 243(part), 5(part), Kasurdi (Kheba),Tal.-Bhor, Dist.-Pune, PIN- 412205",1,21,405,412205,02113 305 222/38/48,-,"Gat. no. 3(part), 243(part), 5(part), Kasurdi (Kheba),Tal.-Bhor, Dist.-Pune, PIN- 412205",1,21,405,412205,02113 305 222/38/48,-,-,-,-,-,purchase@technofour.com,-,-,27AAACT6286G123,-,-,-,-,,Conveyor stand 750HT 1800LG 310 DEPTH COIL,1,1
753,2021-02-27,9:11:56 AM,sapl0334,1,8,G020,GESTAMP AUTOMOTIVE INDIA PVT LTD ,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,Mr. Sunil Kokate,-,-,-,gaipl@in.gestamp.com,-,-,27AADCG1520D1Z8,+91-9673334857,-,-,-,,"Tail Gate Outer upper	6JM827105	SK-SUV	1
Tail Gate Outer upper	6JR827105	VW-SUV	1
Tail Gate Outer upper	5JL827105	SK-NB	1
Tail Gate Outer upper	5JN827105	VW-NB	1",1,1
754,2021-02-27,9:14:48 AM,sapl0334,1,8,G020,GESTAMP AUTOMOTIVE INDIA PVT LTD ,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,Mr. Sunil Kokate,-,-,-,gaipl@in.gestamp.com,-,-,27AADCG1520D1Z8,+91-9673334857,-,-,-,PROTOTYPE,Container Modification 6RG827105A to 6JM827105 PQ to MQB (tail gate outer upper),1,1
755,2021-03-02,5:48:35 PM,sapl0334,1,8,G018,G.M. ENGINEERS ,"Plot no 2 - A/5. IDCO Industrial Estate
P.O: Industrial Estate. Dist: Jharsuguda
Pin Code - 768203, Odisha",1,26,460,768203,-,-,"Plot no 2 - A/5. IDCO Industrial Estate
P.O: Industrial Estate. Dist: Jharsuguda
Pin Code - 768203, Odisha",1,26,460,768203,-,-,"Plot no 2 - A/5. IDCO Industrial Estate
P.O: Industrial Estate. Dist: Jharsuguda
Pin Code - 768203, Odisha",1,26,460,768203,-,-,Mr.Nagmani,-,-,-,gme_uni@yahoo.co.in,-,-,21AEIPG1861P1ZF,-,-,AEIPG1861P,-,Same As P0060 & P0061,Supply of spares,1,1
756,2021-03-10,10:40:56 AM,sapl0334,1,8,G016,GLORIA ENGINEERING COMPANY ,"GAT NO.1326, SHELARWASTI,DEHU ALANDI ROAD.",1,21,405,412 114,-,-,"GAT NO.1326, SHELARWASTI,DEHU ALANDI ROAD.",1,21,405,412 114,-,-,"GAT NO.1326, SHELARWASTI,DEHU ALANDI ROAD.",1,21,405,412 114,-,-,S.K.Kadam,-,PUNE - I,27260000969V,purchase@gloriagroup.co.in,AACFG5559LXM004,PUNE - II,27260000969C,-,-,-,-,,"Material Handling System
Complete structure with railing system and Electric hoist.",1,1
757,2021-03-10,2:52:25 PM,sapl0334,1,8,C020,CUMMINS TECHNOLOGICAL CENTRE INDIA ,Kothrud,1,21,405,-,8669998744,-,Kothrud,1,21,405,-,8669998744,-,Kothrud,1,21,405,-,8669998744,-,Rashmi Naik,-,-,-,rashmi.naik@cummins.com,-,-,-,8669998744,-,-,-,,Temperature boom Installation,1,1
758,2021-03-22,1:24:45 PM,Sapl0334,1,8,G017,GODREJ &BOYCE MFG CO LTD. ,"Plant 7, Pirojshanagar, Wikhroli, Mumbai 400079",1,21,398,400079,9820225024,022-67963709,"Plant 7, Pirojshanagar, Wikhroli, Mumbai 400079",1,21,398,400079,9820225024,022-67963709,"Plant 7, Pirojshanagar, Wikhroli, Mumbai 400079",1,21,398,400079,9820389211,022-67963709,Gajendrasingh J Bhadauria,-,-,-,gjb@godrej.com,---,---,---,9820225024,-,-,-,,Roof Finalization fixture RRTS,1,1
759,2021-03-31,1:38:05 PM,Sapl0334,1,8,J019,JAPTECH ENGICORP ,"PLOT NO.55, GAT NO. 444/2 SUCCESS INDUSTRIAL PARK, OPPOSITE MAHINDRA & MAHINDRA VEHICLE GATE NO. 8, NIGHOJE, CHAKAN - 410501",1,21,405,410501,9822274871,-,"PLOT NO.55, GAT NO. 444/2 SUCCESS INDUSTRIAL PARK, OPPOSITE MAHINDRA & MAHINDRA VEHICLE GATE NO. 8, NIGHOJE, CHAKAN - 410501",1,21,405,410501,9822274871,-,"PLOT NO.55, GAT NO. 444/2 SUCCESS INDUSTRIAL PARK, OPPOSITE MAHINDRA & MAHINDRA VEHICLE GATE NO. 8, NIGHOJE, CHAKAN - 410501",1,21,405,410501,9822274871,-,DEEPAK AGARWAL,-,-,-,dsagarwal@gmail.com,-,-,27AAOFJ2443C1ZI,9822274871,-,-,-,,Riveting trunnion Fixture,1,1
760,2021-03-31,10:33:42 AM,Sapl0334,1,8,G020,GESTAMP AUTOMOTIVE INDIA PVT LTD ,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,Mr. Sunil Kokate,-,-,-,gaipl@in.gestamp.com,-,-,27AADCG1520D1Z8,+91-9673334857,-,-,-,6 Containers provided,Modification of Containers,1,1
761,2021-03-31,1:46:33 PM,Sapl0334,1,8,G016,GLORIA ENGINEERING COMPANY ,"GAT NO.1326, SHELARWASTI,DEHU ALANDI ROAD.",1,21,405,412 114,-,-,"GAT NO.1326, SHELARWASTI,DEHU ALANDI ROAD.",1,21,405,412 114,-,-,"GAT NO.1326, SHELARWASTI,DEHU ALANDI ROAD.",1,21,405,412 114,-,-,S.K.Kadam,-,PUNE - I,27260000969V,purchase@gloriagroup.co.in,AACFG5559LXM004,PUNE - II,27260000969C,-,-,-,-,,LINEAR WELDING SPM,1,1
762,2021-03-31,8:46:27 AM,Sapl0334,1,8,G017,GODREJ &BOYCE MFG CO LTD. ,"Plant 7, Pirojshanagar, Wikhroli, Mumbai 400079",1,21,398,400079,9820225024,022-67963709,"Plant 7, Pirojshanagar, Wikhroli, Mumbai 400079",1,21,398,400079,9820225024,022-67963709,"Plant 7, Pirojshanagar, Wikhroli, Mumbai 400079",1,21,398,400079,9820389211,022-67963709,Gajendrasingh J Bhadauria,-,-,-,gjb@godrej.com,---,---,---,9820225024,-,-,-,,Chemical Fasteners for AK roof finalization fixture,1,1
763,2021-04-06,6:42:47 PM,Sapl0334,1,8,C004,CUMMINS INDIA LIMITED ,"Cummins India limited, Tower A 5th floor survey no 21 balewadi pune mh 411045",1,21,405,411045,9527160500,-,"Cummins India limited, Kothrud 411038",1,21,405,411038,9527160500,-,"Cummins India limited, Kothrud 411038",1,21,405,411038,9527160500,-,Prajapati sunil,-,-,-,od189@cummins.com,-,-,-,9527160500,-,-,-,,Powerised PU coated roller for BFW to indage TOD size L1-455*L2-545*D-85*T-7.5*d1-25,1,1
764,2021-04-12,10:51:29 AM,Sapl0334,1,8,G020,GESTAMP AUTOMOTIVE INDIA PVT LTD ,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,Mr. Sunil Kokate,-,-,-,gaipl@in.gestamp.com,-,-,27AADCG1520D1Z8,+91-9673334857,-,-,-,,"Supply of Tail Gate outer upper pallets 
1) Modification
2) New",1,1
765,2021-04-30,4:38:10 PM,Sapl0334,1,8,C004,CUMMINS INDIA LIMITED ,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,Anita Sharma,-,-,27410344315/V DT 01/04/06,adesh.a.sheth@cummins.com,AAACC7258BST001,-,27AAACC7258B1ZW,9881949602,27410344315/c DT 01/04/06,-,27AAACC7258B1ZW,"Same as Previous PO-IND3994074.
Work Order No- N0170",Battery Operated Rail Guided Vehicle,1,1
766,2021-05-14,4:54:24 PM,Sapl0334,1,8,G020,GESTAMP AUTOMOTIVE INDIA PVT LTD ,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,Mr. Sunil Kokate,-,-,-,gaipl@in.gestamp.com,-,-,27AADCG1520D1Z8,+91-9673334857,-,-,-,,"SUPPLY OF PALLETS A) BODY SIDE LH&RH
B)OUTER DOOR FRONT LH&RH",1,1
767,2021-06-11,2:20:23 PM,Sapl0334,1,9,F009,FJM CYLINDERS PVT LTD ,"Opp 24th Milestone,SH-7,village-vithalapur, 382130,tq-Mandal ,Ahmedabad st code-24",1,12,142,382130,-,-,"Opp 24th Milestone,SH-7,village-vithalapur, 382130,tq-Mandal ,Ahmedabad st code-24 Opp 24th Milestone,SH-7,village-vithalapur, 382130,tq-Mandal ,Ahmedabad st code-24",1,12,142,382130,-,-,"Opp 24th Milestone,SH-7,village-vithalapur, 382130,tq-Mandal ,Ahmedabad st code-24",1,12,142,382130,-,-,-,-,-,-,fjmcyliners@gmail.com,-,-,-,-,-,-,-,-,I-Beam 200 ISMB & Cross tacker rail,1,1
768,2021-07-23,9:23:00 AM,Sapl0334,1,9,C004,CUMMINS INDIA LIMITED ,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,MOHINI PAWAR,-,-,27410344315/V DT 01/04/06,adesh.a.sheth@cummins.com,AAACC7258BST001,-,27AAACC7258B1ZW,9881949602,27410344315/c DT 01/04/06,-,27AAACC7258B1ZW,,"1) Ball Cage Roller top Plate with Tilting arrangements
2) Tilting arrangement for safety improvement",1,1
769,2021-07-23,9:24:12 AM,Sapl0334,1,9,C004,CUMMINS INDIA LIMITED ,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,MOHINI PAWAR,-,-,27410344315/V DT 01/04/06,adesh.a.sheth@cummins.com,AAACC7258BST001,-,27AAACC7258B1ZW,9881949602,27410344315/c DT 01/04/06,-,27AAACC7258B1ZW,,Tilting arrangement along with modification of manual rollers to powerised rollers,1,1
770,2021-08-17,10:12:41 AM,sapl0003,1,9,F009,FJM CYLINDERS PVT LTD ,"Opp 24th Milestone,SH-7,village-vithalapur, 382130,tq-Mandal ,Ahmedabad st code-24",1,12,142,382130,-,-,"Opp 24th Milestone,SH-7,village-vithalapur, 382130,tq-Mandal ,Ahmedabad st code-24 Opp 24th Milestone,SH-7,village-vithalapur, 382130,tq-Mandal ,Ahmedabad st code-24",1,12,142,382130,-,-,"Opp 24th Milestone,SH-7,village-vithalapur, 382130,tq-Mandal ,Ahmedabad st code-24",1,12,142,382130,-,-,-,-,-,-,fjmcyliners@gmail.com,-,-,-,-,-,-,-,,trolley,1,1
771,2021-08-20,4:27:41 PM,sapl0003,1,9,G018,G.M. ENGINEERS ,"Plot no 2 - A/5. IDCO Industrial Estate
P.O: Industrial Estate. Dist: Jharsuguda
Pin Code - 768203, Odisha",1,26,460,768203,-,-,"Plot no 2 - A/5. IDCO Industrial Estate
P.O: Industrial Estate. Dist: Jharsuguda
Pin Code - 768203, Odisha",1,26,460,768203,-,-,"Plot no 2 - A/5. IDCO Industrial Estate
P.O: Industrial Estate. Dist: Jharsuguda
Pin Code - 768203, Odisha",1,26,460,768203,-,-,Mr.Nagmani,-,-,-,gme_uni@yahoo.co.in,-,-,21AEIPG1861P1ZF,-,-,AEIPG1861P,-,,motors,1,1
772,2021-08-21,4:46:06 PM,sapl0335,1,9,G020,GESTAMP AUTOMOTIVE INDIA PVT LTD ,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,Mr. Sunil Kokate,-,-,-,gaipl@in.gestamp.com,-,-,27AADCG1520D1Z8,+91-9673334857,-,-,-,,Supply of new VW-SUV tailgate,1,1
773,2021-08-21,5:12:55 PM,sapl0003,1,9,G018,G.M. ENGINEERS ,"Plot no 2 - A/5. IDCO Industrial Estate
P.O: Industrial Estate. Dist: Jharsuguda
Pin Code - 768203, Odisha",1,26,460,768203,-,-,"Plot no 2 - A/5. IDCO Industrial Estate
P.O: Industrial Estate. Dist: Jharsuguda
Pin Code - 768203, Odisha",1,26,460,768203,-,-,"Plot no 2 - A/5. IDCO Industrial Estate
P.O: Industrial Estate. Dist: Jharsuguda
Pin Code - 768203, Odisha",1,26,460,768203,-,-,Mr.Nagmani,-,-,-,gme_uni@yahoo.co.in,-,-,21AEIPG1861P1ZF,-,-,AEIPG1861P,-,,auger spares,1,1
774,2021-08-22,12:14:31 PM,sapl0335,1,9,C004,CUMMINS INDIA LIMITED ,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,MOHINI PAWAR,-,-,27410344315/V DT 01/04/06,adesh.a.sheth@cummins.com,AAACC7258BST001,-,27AAACC7258B1ZW,9881949602,27410344315/c DT 01/04/06,-,27AAACC7258B1ZW,,SUPPLY OF INTER ROLL CONVEYOR,1,1
775,2021-09-05,2:30:27 PM,sapl0335,1,9,S034,SURIN AUTOMOTIVE PVT. LTD. ,"No. 6A/6C,, Phase 1, Peenya Industrial Area, Bangalore - 5600058",1,17,293,5600058,07022788094,080-40078113,"SURIN AUTOMOTIVE PVT. LTD. Sitarganj, Uttarakhand",1,34,650,-,07022788094,-,"SURIN AUTOMOTIVE PVT. LTD. Sitarganj, Uttarakhand",1,34,650,-,07022788094,-,Mr. Nandi SV,-,-,-,nandi@surinauto.com,-,-,-,07022788094,-,-,-,,Modification of Bulk Head Fixture,1,1
776,2021-09-16,12:04:17 PM,sapl0335,1,9,S034,SURIN AUTOMOTIVE PVT. LTD. ,"No. 6A/6C,, Phase 1, Peenya Industrial Area, Bangalore - 5600058",1,17,293,5600058,9675307323,080-40078113,"SURIN AUTOMOTIVE PVT. LTD. Sitarganj, Uttarakhand",1,34,650,-,9675307323,-,"SURIN AUTOMOTIVE PVT. LTD. Sitarganj, Uttarakhand",1,34,650,-,9675307323,-,vibhav kumar,-,-,-,npd.utk@surinauto.com,-,-,-,9675307323,-,-,-,,New outrigger fixture development,1,1
777,2021-09-20,12:04:33 PM,sapl0335,1,9,G020,GESTAMP AUTOMOTIVE INDIA PVT LTD ,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,Mr. Sunil Kokate,-,-,-,gaipl@in.gestamp.com,-,-,27AADCG1520D1Z8,+91-9673334857,-,-,-,,"supply of pallets 
Cont Modn Body Side LH AND RH
Cont Modn Front Door outer LH AND RH
Cont Modn Tail Gate outter lower
Cont Modn Tail Gate outter lower",1,1
778,2021-09-22,5:04:09 PM,sapl0335,1,9,P013,PRABHA AUTOMOTIVE ENGINEERS PVT. LTD. ,"Sipcot-1, B12A & B14, Sidco Industrial Estate,
Hosur 635 126 Tamil Nadu India",1,31,680,635 126,"04344 - 279848, 276001",-,"Sipcot-1, B12A & B14, Sidco Industrial Estate,
Hosur 635 126 Tamil Nadu India",1,31,680,635 126,"04344 - 279848, 276001",-,"Sipcot-1, B12A & B14, Sidco Industrial Estate,
Hosur 635 126 Tamil Nadu India",1,31,680,635 126,"04344 - 279848, 276001",-,S.Senthil Kumar,-,-,-,prabhaengineers@eth.net,-,-,33AAKCP6183A1ZK,-,33AAKCP6183A1ZK,-,-,,Bulk Head Structure Main Assy,1,1
779,2021-09-22,6:32:24 PM,sapl0335,1,9,P013,PRABHA AUTOMOTIVE ENGINEERS PVT. LTD. ,"Sipcot-1, B12A & B14, Sidco Industrial Estate,
Hosur 635 126 Tamil Nadu India",1,31,680,635 126,"04344 - 279848, 276001",-,"Sipcot-1, B12A & B14, Sidco Industrial Estate,
Hosur 635 126 Tamil Nadu India",1,31,680,635 126,"04344 - 279848, 276001",-,"Sipcot-1, B12A & B14, Sidco Industrial Estate,
Hosur 635 126 Tamil Nadu India",1,31,680,635 126,"04344 - 279848, 276001",-,S.Senthil Kumar,-,-,-,prabhaengineers@eth.net,-,-,33AAKCP6183A1ZK,-,33AAKCP6183A1ZK,-,-,,new outrigger fixture,1,1
780,2021-10-01,11:44:05 AM,sapl0335,1,9,N002,NEEL METAL PRODUCTS LIMITED ,"601,Hemkunt Chambers,89, Nehru Place,",1,34,679,-,-,-,"Plot No. 22,Secot - 12,ITBT Park,Sidcul, Pant Nagar,Udham Singh Nagar,",1,34,679,-,-,-,"Plot No. 22,Secot - 12,ITBT Park,Sidcul, Pant Nagar,Udham Singh Nagar,",1,34,679,-,-,-,Santosh Sisodia,-,-,05001872319 dtd. 07-03-2005,hgv@dsfgb.gb,-,-,HR5044763 dtd. 07.03.2005,09927715666,-,-,-,,Modification of Bulk Head Fixture,1,1
781,2021-10-01,5:11:53 PM,sapl0335,1,9,N002,NEEL METAL PRODUCTS LIMITED ,"601,Hemkunt Chambers,89, Nehru Place,",1,34,679,-,-,-,"Plot No. 22,Secot - 12,ITBT Park,Sidcul, Pant Nagar,Udham Singh Nagar,",1,34,679,-,-,-,"Plot No. 22,Secot - 12,ITBT Park,Sidcul, Pant Nagar,Udham Singh Nagar,",1,34,679,-,-,-,Santosh Sisodia,-,-,05001872319 dtd. 07-03-2005,hgv@dsfgb.gb,-,-,HR5044763 dtd. 07.03.2005,09927715666,-,-,-,,Bulk Head Structure Main Assy new out trigger,1,1
782,2021-10-06,7:27:40 PM,sapl0335,1,9,G020,GESTAMP AUTOMOTIVE INDIA PVT LTD ,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,Mr. Sunil Kokate,-,-,-,gaipl@in.gestamp.com,-,-,27AADCG1520D1Z8,+91-9673334857,-,-,-,,"supply of pallets 
New front door lh and rh
modf body side lh",1,1
783,2021-10-10,2:29:33 PM,sapl0003,1,9,S035,SYNERGY TECHNOLOGIES,"Plot No.31,Swati Society,Dhankawadi,Pune",1,21,405,411043,-,-,"Plot No.31,Swati Society,Dhankawadi,Pune",1,21,405,411043,-,-,"Plot No.31,Swati Society,Dhankawadi,Pune",1,21,405,411043,-,-,-,-,-,-,nehaa@synergytechs.com,-,-,27AENFS3367K1ZC,-,-,-,-,-,Auger Parts,1,1
784,2021-10-23,12:11:38 PM,sapl0335,1,9,G020,GESTAMP AUTOMOTIVE INDIA PVT LTD ,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,"E1 (Part),Chakan MIDC Road, Phase-III,Kharabwadi, Chakan, Talegaon Chakan Road, Mahalunge Ingale, Maharashtra",1,21,405,410501,+91-9673334857,-,Mr. Sunil Kokate,-,-,-,gaipl@in.gestamp.com,-,-,27AADCG1520D1Z8,+91-9673334857,-,-,-,,New supply of Tail Gate outer upper,1,1
