Id,ProformaInvNo,InvDate,PONo,Amount,Particular,WithinGroup,WONo,BG,PVEVNO,BillAgainst,MId
1961,,,,2250.0,,,,,2834,158,1259
1962,,,,6455.0,,,,,2967,159,1259
1963,,,,2970.0,,,,,2968,157,1259
1964,,,,4590.0,,,,,2999,156,1259
1965,,,,3045.25,,,,,3065,171,1259
1966,,,,1780.0,,,,,1450,85,1260
1967,,,,1700.0,,,,,1451,84,1260
1968,,,,3100.0,,,,,1538,86,1260
1969,,,,760.0,,,,,1782,94,1260
1970,,,,19502.75,,,,,959,252,1261
1971,,,,2080.0,,,,,1179,416,1261
1972,,,,1290.25,,,,,1180,417,1261
1973,,,,4554.0,,,,,1199,43,1262
1974,,,,9207.0,,,,,1202,42,1262
1975,,,,2693.0,,,,,1325,44,1262
1976,,,,3505.0,,,,,1548,40,1262
1977,,,,3562.0,,,,,873,302,1263
1978,,,,22847.0,,,,,902,295,1263
1979,,,,8704.0,,,,,458,65,1264
1980,,,,720.0,,,,,459,64,1264
1981,,,,3790.0,,,,,551,72,1264
1982,,,,56.0,,,,,608,62,1264
1983,,,,37.0,,,,,609,07,1264
1984,,,,4000.0,,,,,659,70,1264
1985,,,,5860.0,,,,,660,74,1264
1986,,,,4423.0,,,,,661,71,1264
1987,,,,11630.0,,,,,680,76,1264
1988,,,,898.0,,,,,777,078,1264
1989,,,,8447.31,,,,,1991,258,1265
1990,,,,4151.25,,,,,1992,259,1265
1991,,,,7130.33,,,,,2618,298/299,1265
1992,,,,3144.11,,,,,3136,119,1265
1993,-,,"0866,",22336.0,-,,,,,,1266
1994,-,,"0835,",15975.0,-,,,,,,1267
1995,,,,160.0,,,,,2074,4658,1268
1996,,,,5427.0,,,,,2370,4700,1268
1997,,,,5040.0,,,,,2652,4717,1268
1998,,,,3780.0,,,,,2711,4767,1268
1999,,,,3607.0,,,,,2830,4802,1268
2000,-,,"1904,",100000.0,-,,,,,,1269
2001,,,,50000.0,,,,,1298,10579,1270
2010,,,,648.0,,,,,83,44204,1273
2011,,,,12602.25,,,,,83,44204,1274
2012,,,,6228.9,,,,,204,44405,1274
2013,,,,4968.0,,,,,1394,46020,1274
2014,,,,0.06,,,,,2838,47407,1274
2015,,,,2356.79,,,,,3418,48730,1274
2016,,,,1181.25,,,,,2903,121,1275
2017,,,,1215.0,,,,,2904,122,1275
2018,,,,1012.5,,,,,2905,128,1275
2019,,,,4061.25,,,,,3237,14-15-390,1275
2020,,,,37998.0,,,,,2730,0133,1277
2021,,,,17200.94,,,,,2239,095317,1278
2022,,,,22725.53,,,,,2252,095178,1278
2023,,,,18073.53,,,,,2663,095325,1278
2024,,,,2217.6,,,,,1859,2411,1279
2025,,,,50000.0,,,,,1941,TP2016/1314,1280
2026,-,,,36324.0,-,,,,,,1282
2027,,,,29400.0,,,,,336,4464,1283
2028,,,,28560.0,,,,,337,4457,1283
2029,,,,95382.0,,,,,345,4174,1283
2030,,,,46658.0,,,,,467,4804,1283
2031,,,,5670.0,,,,,3172,5601,1284
2032,-,,"0727,",225743.0,Paid But Bill not receoved,,,,,,1285
2033,,,,12564.03,,,,,3270,14-15/0141,1286
2034,,,,17435.97,,,,,3271,14-15/0121,1286
2035,,,,9655.43,,,,,3078,00217,1288
2036,,,,16078.71,,,,,3079,0038,1288
2037,,,,2247.2,,,,,3283,L0042,1288
2038,,,,10495.4,,,,,3400,00475,1288
2039,,,,11523.26,,,,,3401,00476,1288
2040,,,,20000.0,,,,,1501,1034,1289
2041,,,,974.17,,,,,2894,183,1290
2042,,,,29026.0,,,,,3084,214/14-15,1290
2043,,,,33219.24,,,,,1933,3218,1291
2044,,,,23106.84,,,,,2087,3477,1291
2045,,,,43674.0,,,,,2192,3547,1291
2046,-,,"0543,",87902.0,,,,,,,1292
2047,,,,5056.0,,,,,1736,3150018044,1293
2048,-,,"1371,",87750.0,-,,,,,,1294
2049,,,,23750.0,,,,,2225,02107,1295
2051,-,,,8719.0,-,,,,,,1297
2052,-,,,152172.0,-,,,,,,1298
2053,,,,40000.0,,,,,1431,PTS-20/75,1299
2054,,,,1350.0,,,,,2950,033,1300
2055,,,,1552.5,,,,,2952,102,1300
2056,,,,5098.89,,,,,3220,265,1300
2057,,,,2094.68,,,,,3250,226,1300
2058,,,,649.68,,,,,3251,225,1300
2059,,,,1811.25,,,,,3252,227,1300
2060,,,,26407.0,,,,,1089,157,1301
2061,,,,139400.0,,,,,2350,SE/CM/244,1302
2062,,,,60600.0,,,,,2771,SE/CM/06,1302
2064,,,,2452.5,,,,,1871,A-153,1304
2065,,,,5382.38,,,,,1916,A-152,1304
2066,,,,5883.62,,,,,2168,A-168,1304
2067,,,,8662.5,,,,,2172,A-171,1304
2068,,,,3937.5,,,,,2162,756,1305
2069,,,,21477.05,,,,,2793,39,1305
2070,,,,499.45,,,,,2974,160,1305
2080,,,,101.25,,,,,797,440,1307
2081,,,,5550.0,,,,,999,501,1307
2082,,,,12950.0,,,,,1000,502,1307
2083,,,,3526.88,,,,,1001,504,1307
2084,,,,24440.63,,,,,1004,507,1307
2085,,,,2155.24,,,,,1005,508,1307
2088,,,,7553.49,,,,,2346,2249,1309
2089,,,,14816.25,,,,,2803,166,1309
2090,,,,2223.0,,,,,2804,165,1309
2091,,,,670.5,,,,,2844,218,1309
2092,,,,54.76,,,,,2930,254,1309
2093,366,2014-09-13,"0751,",817.0,materail Pur,,,,,,1310
2094,,,,2220.0,,,,,787,2479,1311
2095,,,,1604.0,,,,,789,2477,1311
2096,,,,3939.0,,,,,794,2449,1311
2097,,,,714.0,,,,,795,2456,1311
2098,,,,2455.0,,,,,796,2480,1311
2099,,,,3278.0,,,,,854,2453,1311
2100,,,,4982.0,,,,,855,2482,1311
2101,,,,1148.0,,,,,864,2481,1311
2102,-,,"0907,",243348.0,-,,,,,,1312
2103,-,,,500000.0,-,,,,,,1313
2104,-,,,200000.0,-,,,,,,1314
2105,,,,36878.38,,,,,3029,130,1315
2106,,,,821.62,,,,,3039,161,1315
2107,-,,,213257.0,-,,,,,,1316
2108,,,,30933.0,,,,,1806,116,1317
2109,,,,19067.0,,,,,2067,130,1317
2110,,,,11472.0,,,,,2347,020,1318
2111,,,,3283.0,,,,,2736,022,1318
2112,,,,35.97,,,,,1439,27625,1319
2113,,,,73379.84,,,,,1461,P2227,1319
2114,,,,309188.83,,,,,1462,P2228,1319
2115,,,,58282.36,,,,,1530,P2226,1319
2117,,,,175.0,-,-,,13,,,1321
2125,,,,10505.63,,,,,1684,098,1323
2126,,,,1228.25,,,,,1685,087,1323
2127,,,,1575.0,,,,,1763,125,1323
2128,,,,230.62,,,,,1940,128,1323
2129,,,,3765.0,,,,,1947,137,1323
2130,,,,1985.0,,,,,1948,129,1323
2131,,,,6540.75,,,,,2025,139,1323
2132,,,,2846.25,,,,,2026,140,1323
2133,,,,275.62,,,,,2090,124,1323
2134,,,,2041.89,,,,,2159,144,1323
2135,,,,2250.0,,,,,2160,146,1323
2136,,,,916.88,,,,,2161,145,1323
2137,,,,1705.11,,,,,2164,147,1323
2138,-,,,25000.0,-,,,,,,1324
2139,-,,"0874,",35000.0,-,,,,,,1325
2140,-,,,169935.0,-,,,,,,1326
2141,-,,,12859.0,-,,,,,,1327
2142,-,,,6373.0,-,,,,,,1328
2143,,,,400000.0,,,,,2648,YA/13-14/TPIV/PUN2050,1329
2145,-,,,50000.0,-,,,,,,1331
2146,-,,,6000.0,-,,,,,,1332
2147,-,,,30000.0,-,,,,,,1333
2148,-,,,30000.0,-,,,,,,1334
2149,-,,,15000.0,-,,,,,,1335
2151,-,,,35000.0,-,,,,,,1337
2152,-,,,9434.0,-,,,,,,1338
2153,-,,,14288.0,-,,,,,,1339
2154,-,,,80000.0,-,,,,,,1340
2155,-,,,20000.0,-,,,,,,1341
2156,-,,,25000.0,-,,,,,,1342
2158,-,,,77905.0,-,,,,,,1344
2159,-,,,336000.0,-,,,,,,1345
2160,-,2014-11-22,,18000.0,SAPL PAINTING,,,,,,1346
2161,-,,"0737,",8363.0,-,,,,,,1347
2162,-,2014-11-24,,37454.0,channel 125-60mtr ( W.O.J0015),,,,,,1348
2163,-,2014-11-24,"0918,",5000.0,flat bright 10x50 (NOT MORE THAN RS=5000),,,,,,1349
2164,,,,15014.0,,,,,1710,1302019499,1350
2165,,,,2100.0,,,,,3021,310,1351
2166,,,,1008.0,,,,,3183,355,1351
2167,,,,2362.5,,,,,3202,306,1351
2168,,,,2730.0,,,,,3204,312,1351
2169,,,,2100.0,,,,,3327,314,1351
2170,,,,2310.0,,,,,3368,316,1351
2171,-,,,20000.0,-,,,,,,1352
2172,-,,,25702.0,-,,,,,,1353
2178,-,,,13543.0,,,,,,,1358
2179,-,,,50000.0,-,,,,,,1359
2180,-,,,50000.0,-,,,,,,1360
2181,-,,,60000.0,-,,,,,,1361
2182,,,,33454.0,,,,,2316,352,1362
2183,-,,,49900.0,-,,,,,,1364
2184,-,,,7000.0,-,,,,,,1365
2185,-,,,38100.0,-,,,,,,1366
2186,-,,,1870.0,-,,,,,,1367
2187,-,,,30000.0,-,,,,,,1368
2188,-,,,30000.0,-,,,,,,1369
2189,-,,,20000.0,-,,,,,,1370
2190,-,,,30000.0,-,,,,,,1371
2191,,,,2151.88,,,,,978,286,1372
2192,,,,4999.25,,,,,1343,149,1372
2193,,,,3217.88,,,,,1371,310,1372
2194,,,,1968.75,,,,,1533,355,1372
2195,,,,3093.24,,,,,1897,332,1372
2196,,,,7500.25,,,,,3247,70814/2014,1373
2197,-,,,50000.0,-,,,,,,1374
2198,-,,,20250.0,-,,,,,,1375
2199,-,,,40000.0,-,,,,,,1376
2200,-,,,21700.0,-,,,,,,1377
2201,-,,,25600.0,-,,,,,,1378
2202,-,,,2800.0,-,,,,,,1379
2203,-,,,10000.0,-,,,,,,1380
2204,-,,,15000.0,-,,,,,,1381
2205,-,,,30000.0,-,,,,,,1382
2206,77,2014-11-25,,22123.0,air compressor,,,,,,1383
2207,-,,,11899.0,-,,,,,,1384
2209,,,,60438.6,,,,,514,DSI-327/13-14,1386
2210,,,,32135.05,,,,,879,DSI-390/13-14,1386
2211,,,,45435.51,,,,,993,DSI-265/13-14,1386
2212,,,,61990.84,,,,,997,DSI-219/220/13-14,1386
2213,,,,1995.0,-,-,,13,,,1387
2214,,,,1890.0,-,-,,13,,,1388
2215,,,,997.0,-,-,,13,,,1389
2216,,,,840.0,-,-,,13,,,1390
2217,-,,,318165.0,-,,,,,,1391
2218,-,,,10000.0,-,,,,,,1392
2219,-,2014-12-02,"0933,",4950.0,1 tower lamp wo.no.N0023,,,,,,1393
2220,-,2014-12-03,,50818.0,cliding glass (advance),,,,,,1394
2221,-,2014-12-03,"0737,",6023.0,limit switch,,,,,,1395
2222,15,2014-12-08,"0981,",10792.0,new building glass DNS,,,,,,1396
2223,,,,25500.0,,,,,3387,TIC/PNA/3089/2014-15,1397
2224,109,2014-12-09,"0175,",36026.0,-,,,,,,1398
2225,-,2014-12-10,"0982,",5207.0,toggle clamps,,,,,,1399
2226,-,2014-12-09,,300000.0,new building glass,,,,,,1400
2227,-,2014-12-10,"0967,",14681.0,-,,,,,,1401
2228,,,,1022533.0,salary for the month of oct.2014,sapl staff,,1,,,1402
2229,-,2014-12-10,"0976,",317764.0,-,,,,,,1403
2230,-,,,600000.0,-,,,,,,1404
2231,-,,,400000.0,-,,,,,,1405
2232,-,,,84276.0,-,,,,,,1406
2233,,,,41870.0,-,-,,8,,,1407
2234,,,,75000.0,-,-,,8,,,1408
2235,,,,30000.0,-,-,,8,,,1409
2236,,,,10415.0,TOUR SETTLEMENT AGAINST,-,,4,,,1410
2242,-,,,45000.0,-,,,,,,1412
2243,-,,,30000.0,-,,,,,,1413
2244,,,,51016.13,,,,,12,27,1414
2245,,,,10178.715,,,,,14,6,1414
2246,,,,19410.14,,,,,25,39,1414
2247,,,,4178.98,,,,,2081,286,1414
2248,,,,0.318,,,,,2387,333,1414
2249,,,,22385.29,,,,,2392,28,1414
2250,,,,4488.76,,,,,2394,35,1414
2251,,,,9842.7,,,,,2395,36,1414
2252,,,,93096.53,,,,,2397,49,1414
2253,,,,36743.7,,,,,2398,48,1414
2254,,,,45737.68,,,,,2400,48,1414
2255,,,,480755.73,,,,,2401,52,1414
2256,,,,1480.44,,,,,2402,57,1414
2257,,,,41592.6,,,,,2544,BNR,1414
2258,,,,58851.286,,,,,2795,21,1414
2259,-,,,21870.0,-,,,,,,1415
2260,,,,15000.0,ON SITE WORK ZAHIRABAD,-,,4,,,1416
2261,,,,24046.63,,,,,1025,1552,1417
2262,,,,19992.97,,,,,1233,1675,1417
2263,,,,7023.82,,,,,1234,1676,1417
2264,,,,3188.81,,,,,1235,1674,1417
2265,,,,13651.74,,,,,1297,1728,1417
2266,,,,4880.5,,,,,1337,1796,1417
2267,,,,6236.57,,,,,1445,1882,1417
2268,,,,488.05,,,,,1488,1808,1417
2269,,,,16710.87,,,,,1581,1914,1417
2270,,,,3780.04,,,,,1729,1831,1417
2271,,,,19624.39,,,,,3039,161,1418
2272,,,,10618.02,,,,,3040,157,1418
2273,,,,9757.59,,,,,3127,180,1418
2274,,,,6500.0,-,-,,9,,,1419
2275,-,,,2655.0,-,,,,,,1420
2276,-,,"0859,0909,",357000.0,-,,,,,,1421
2277,-,,"0971,",13273.0,-,,,,,,1422
2278,-,,,420189.0,-,,,,,,1423
2279,-,,"0871,0888,",12643.0,-,,,,,,1424
2280,,,,112615.0,-,-,,9,,,1425
2281,-,,,200000.0,-,,,,,,1426
2282,-,,,100000.0,-,,,,,,1427
2283,-,,,100000.0,-,,,,,,1428
2284,,,,2400.0,-,-,,15,,,1429
2286,,,,11652.0,,,,,777,078,1431
2287,,,,5340.0,,,,,812,079.,1431
2288,,,,2460.0,,,,,986,068,1431
2290,P01925,2014-12-26,"1074,",301475.0,Rail & Block,,,,,,1433
2291,-,2014-12-26,"1083,",23415.0,PU SHEET ASSEMBLY,,,,,,1434
2292,,,,15000.0,ON SITE WORK ZAHIRABAD LODGING ALLWANCE,BG-3,,4,,,1435
2293,-,2014-12-26,"0888,",3027.0,CRCU PLATE,,,,,,1436
2294,,,,11050.0,,,,,2650,6548,1437
2295,,,,7400.0,,,,,2988,6629,1437
2296,,,,11550.0,,,,,2997,6628,1437
2297,,,,45000.0,,,,,3136,119,1438
2298,,,,45000.0,,,,,3136,119,1439
2299,246,2014-12-30,"1057,",124521.0,-,,,,,,1440
2300,246,2015-01-05,"1057,",124521.0,Rtgs,,,,,,1441
2301,246,2014-12-30,"1057,",169293.0,-,,,,,,1442
2302,-,2015-01-31,"1101,",20475.0,-,,,,,,1443
2303,,,,31613.0,salary for the month of oct-2014,,,,,,1444
2304,-,2015-01-10,"1127,",4155.0,end cap,,,,,,1445
2305,-,2014-12-31,"1068,",84322.0,furniture for new office & recption,,,,,,1446
2306,99,2015-01-22,,184909.0,furniture for new office & recption,,,,,,1447
2307,-,2015-01-25,,48094.0,visitor sofa,,,,,,1448
2308,,,,457226.0,sapl workers salary for the month of nov-14,sapl,,1,,,1449
2309,,,,262118.0,sapl staff salary for the month of nov-14,sapl,,1,,,1450
2310,,,,12733.0,salary for the month of nov-2014,,,,,,1451
2311,,,,16189.0,salary for the month of nov-2014,,,,,,1452
2312,,,,261585.0,salary for the month of nov-14,sapl,,1,,,1453
2313,,,,205005.0,manegar salary for the month of nov-14,sapl,,1,,,1454
2314,,,,18899.0,salary for the month of nov-2014,,,,,,1455
2315,,,,9432.0,salary for the month of july-14 & bonus for the year 13-14,,,,,,1456
2316,-,2015-01-15,"1074,",8533.0,-,,,,,,1457
2317,,,,6000.0,conveyance for the month of oct-14,sapl,,17,,,1458
2318,,,,15000.0,iou on site zahirabad,,,,,,1459
2319,,,,144132.97,,,,,901,M 805,1460
2320,,,,55867.03,,,,,1764,M1160,1460
2321,-,2015-01-25,"1092,1093,",75567.0,T-NUT,,,,,,1461
2322,-,2015-02-20,"1117,",115200.0,PLATE 8MM,,,,,,1462
2323,-,2015-02-10,"0931,",42210.0,CONNECTOR,,,,,,1463
2324,96,2015-02-12,,21919.0,WO.NO.N0035,,,,,,1464
2325,,,,13000.0,,,,,3419,768,1465
2326,-,2015-03-05,"1083,",73238.0,PU SHEET ASSEMBLY,,,,,,1466
2327,-,2015-03-07,"1119,",8335.0,PU FLAT,,,,,,1467
2328,-,2015-01-07,,20000.0,ADVANCE PAINTING,,,,,,1468
2329,,,,102056.54,,,,,3822,2014702016,1469
2330,TP/VS/189,2015-02-08,"1089,",24444.0,-,,,,,,1470
2331,99,2014-11-07,,31168.0,furniture for new office & recption,,,,,,1471
2332,99,2014-11-30,,86838.0,furniture for new office & recption,,,,,,1472
2333,65,2015-02-15,"1054,",155127.0,-,,,,,,1473
2334,,,,53568.0,,,,,3680,5817,1474
2335,-,2014-10-28,"1030,",84825.0,cliding glass (advance),,,,,,1475
2336,-,2014-11-07,,21600.0,NEW OFFICE MATERIAL,,,,,,1476
2337,-,2014-12-04,,22140.0,NEW OFFICE MATERIAL,,,,,,1477
2338,-,2015-01-12,,5331.0,NEW OFFICE MATERIAL,,,,,,1478
2339,-,2015-02-25,"1193,",30758.0,-,,,,,,1479
2340,-,2014-12-26,,25000.0,-,,,,,,1480
2341,-,2014-12-27,,7420.0,-,,,,,,1481
2342,-,2015-03-03,"1110,1139,1180,1210,",240238.0,-,,,,,,1482
2343,-,2014-04-17,"1042,",199800.0,-,,,,,,1483
2344,,,,30000.0,,,,,3779,9285(14-15),1484
2345,,,,40000.0,,,,,3693,3637,1485
2346,PO1073,2015-01-27,,36250.0,-,,,,,,1486
2347,PO1073,2015-02-27,,113750.0,-,,,,,,1487
2348,,,,14400.0,,,,,3076,501,1488
2349,,,,18800.0,,,,,3267,525,1488
2350,-,2014-12-30,,35651.0,-,,,,,,1489
2351,0208073284,2015-01-30,,16478.0,-,,,,,,1490
2352,,,,25550.0,,,,,3233,000077,1491
2353,-,2015-01-09,,50000.0,BILL NO./2014/06/30001&2014/07/30001,,,,,,1492
2354,-,2015-02-07,,50000.0,BILL NO.2014/12/31001,,,,,,1493
2355,-,,,7000.0,-,,,,,,1494
2356,-,,,20000.0,-,,,,,,1495
2357,-,,,25000.0,-,,,,,,1496
2358,-,,,18792.0,-,,,,,,1497
2359,-,,,28605.0,-,,,,,,1498
2360,-,,"1080,",9280.0,-,,,,,,1499
2361,,,,1644.38,,,,,3379,213,1500
2362,,,,151.2,,,,,2098,404,1501
2363,,,,2389.95,,,,,2099,404,1501
2364,,,,27969.89,,,,,3575,SP/00242/14-15,1502
2365,,,,2386.0,,,,,2811,0001,1503
2366,,,,7492.0,,,,,2944,533,1503
2367,,,,3566.0,,,,,3159,564,1503
2368,,,,11556.0,,,,,3211,563,1503
2369,,,,5418.0,,,,,3211,563,1504
2370,,,,14582.0,,,,,3212,575,1504
2372,-,,,4500.0,-,,,,,,1506
2373,-,,,115193.0,-,,,,,,1507
2374,,,,1348.99,,,,,437,BOH/00091/2013,1508
2375,,,,1389.49,,,,,1103,BOH/00121,1508
2376,,,,1474.34,,,,,1104,BOH/00111,1508
2377,,,,636.41,,,,,1707,BOH/00164/2013,1508
2378,,,,1164.05,,,,,1936,BOH/00189/2013,1508
2379,,,,4541.59,,,,,2281,BOH/00205/13,1508
2380,,,,883.13,,,,,2807,BOH/00230/2013,1508
2381,,,,6878.0,,,,,2807,BOH/00230/2013,1509
2382,,,,39100.0,,,,,3555,TIC/PNA/3210/14-15,1510
2383,,,,19760.58,,,,,3218,6003087374,1511
2384,-,,,4185.0,-,,,,,,1512
2385,,,,96.0,,,,,3454,47,1513
2386,,,,1081.6,,,,,3455,51,1513
2387,,,,108.0,,,,,3456,50,1513
2388,,,,168.0,,,,,3457,48,1513
2389,,,,424.0,,,,,3458,49,1513
2390,,,,88.0,,,,,3602,78,1513
2391,,,,117.6,,,,,3603,79,1513
2392,,,,889.6,,,,,3604,80,1513
2393,,,,85.6,,,,,3605,77,1513
2394,,,,0.6,,,,,3784,111,1513
2395,,,,3850.0,,,,,1283,6051,1514
2396,,,,4150.0,,,,,2988,6629,1514
2397,,,,22000.0,,,,,3093,6677,1514
2398,,,,8304.75,,,,,3065,171,1515
2399,,,,2216.25,,,,,3066,170,1515
2400,,,,11200.0,,,,,3067,175,1515
2401,,,,5715.0,,,,,3068,169,1515
2402,,,,2081.25,,,,,3069,173,1515
2403,,,,2812.5,,,,,3070,176,1515
2404,,,,3600.0,,,,,3189,172,1515
2405,,,,4500.0,,,,,3266,182,1515
2406,,,,3600.0,,,,,3289,189,1515
2407,,,,3250.0,,,,,3290,189,1515
2408,,,,5340.0,,,,,3291,190,1515
2409,,,,3125.2,,,,,3292,180,1515
2410,,,,550.0,,,,,3293,184,1515
2411,,,,3705.05,,,,,3295,183,1515
2412,,,,5194.95,,,,,3295,183,1516
2413,,,,3640.0,,,,,3296,183,1516
2414,,,,2328.75,,,,,3297,185,1516
2415,,,,6900.0,,,,,3298,186,1516
2416,,,,4940.0,,,,,3299,178,1516
2417,,,,4798.13,,,,,3347,181,1516
2418,,,,950.0,,,,,3348,179,1516
2419,,,,2400.0,,,,,3472,193,1516
2420,,,,1900.0,,,,,3473,187,1516
2421,,,,3352.5,,,,,3474,194,1516
2422,,,,3180.0,,,,,3759,188,1516
2423,,,,415.67,,,,,3760,188,1516
2424,,,,24159.64,,,,,3136,119,1517
2425,,,,25840.36,,,,,3281,147,1517
2426,,,,1433.0,,,,,2830,4802,1518
2427,,,,5040.0,,,,,3205,4974,1518
2428,,,,1512.0,,,,,3294,5017,1518
2429,,,,2015.0,,,,,3316,5029,1518
2430,-,,,211303.0,-,,,,,,1519
2431,-,,,13438.0,-,,,,,,1520
2432,-,,"1185,",12640.0,-,,,,,,1521
2433,,,,5444.75,,,,,2000,"628,627",1522
2434,,,,1980.0,,,,,2041,633,1522
2435,,,,4860.0,,,,,2042,632,1522
2436,,,,1620.0,,,,,2043,634,1522
2437,,,,42.5,,,,,2574,649,1522
2438,,,,4617.0,,,,,2575,BNR,1522
2439,,,,3301.88,,,,,2775,640,1522
2440,,,,2925.0,,,,,2878,642,1522
2441,,,,208.87,,,,,2879,641,1522
2442,-,,"0894,",852380.0,-,,,,,,1523
2443,-,,,28188.0,-,,,,,,1524
2444,-,,,66690.0,-,,,,,,1525
2445,,,,3674.25,,,,,2730,0133,1526
2446,,,,378.0,,,,,2785,1690,1526
2447,,,,461.25,,,,,2791,0084,1526
2448,,,,1467.0,,,,,2796,0061,1526
2449,,,,7481.25,,,,,2814,0153,1526
2450,,,,11538.25,,,,,2819,2014-2015/NO.0221,1526
2451,,,,8527.25,,,,,2819,2014-2015/NO.0221,1527
2452,,,,1012.5,,,,,2986,2014-2015/NO.0134,1527
2453,,,,2673.0,,,,,2987,2014-2015/NO.0378,1527
2454,,,,996.76,,,,,3128,2014-2015/NO.0689,1527
2455,,,,158.63,,,,,3129,2014-2015/NO.0690,1527
2456,,,,4543.88,,,,,3130,2014-2015/NO.0339,1527
2457,,,,1852.88,,,,,3131,2014-2015/NO.0280,1527
2458,,,,658.12,,,,,3169,2014-2015/No.0746,1527
2459,,,,718.88,,,,,3170,2014-2015/No.0745,1527
2460,,,,1291.5,,,,,3179,14-15/NO.0883,1527
2461,,,,1165.5,,,,,3197,14-15/NO.0822,1527
2462,,,,191.25,,,,,3198,14-15/NO.0821,1527
2463,,,,816.75,,,,,3308,2014-15/NO.0923,1527
2464,,,,168.75,,,,,3363,2014-15/NO.1096,1527
2465,,,,207.0,,,,,3364,2014-15/NO.1103,1527
2466,,,,738.0,,,,,3393,2014-15/NO.1043,1527
2467,,,,454.5,,,,,3394,2014-15/NO.1042,1527
2468,,,,411.75,,,,,3522,14-15/NO.1144,1527
2469,,,,667.13,,,,,3553,14-15/1371,1527
2470,,,,67.5,,,,,3623,14-15/1316,1527
2471,,,,6773.47,,,,,3663,14-15/1367,1527
2472,-,,,3044.0,-,,,,,,1528
2473,,,,20856.82,,,,,3903,DC/JENL/14-15/1641,1529
2474,,,,10518.75,,,,,3742,3091,1530
2475,,,,1000.0,,,,,3743,3091,1530
2476,,,,18481.25,,,,,3744,3076,1530
2477,-,,,12643.0,-,,,,,,1531
2478,-,,"1303,",6768.0,-,,,,,,1532
2479,-,,,31030.0,-,,,,,,1533
2480,,,,18040.7,,,,,1501,1034,1534
2481,,,,0.38,,,,,1942,823,1534
2482,,,,1957.75,,,,,1964,812,1534
2483,,,,4728.56,,,,,2737,874,1534
2484,,,,6435.0,,,,,2806,911,1534
2485,,,,8837.61,,,,,3167,991,1534
2486,,,,4101.49,,,,,1369,2285,1535
2487,,,,6952.28,,,,,1446,2642,1535
2488,,,,7205.08,,,,,1490,2686,1535
2489,,,,44671.53,,,,,1594,2801,1535
2490,,,,5119.4,,,,,1649,2681,1535
2491,,,,29717.8,,,,,1650,2731,1535
2492,,,,2232.16,,,,,1774,3001,1535
2493,,,,0.08,,,,,1852,3078,1535
2494,,,,0.18,,,,,2192,3547,1535
2495,,,,7875.0,,,,,2780,233,1536
2496,-,,,43369.0,-,,,,,,1537
2497,-,,,47534.0,-,,,,,,1538
2498,,,,76713.18,,,,,1729,1831,1539
2499,,,,14740.48,,,,,1757,2105,1539
2500,,,,8546.34,,,,,1758,2104,1539
2501,,,,20000.0,,,,,1431,PTS-20/75,1540
2502,,,,13125.0,,,,,1431,PTS-20/75,1541
2503,,,,22875.0,,,,,1453,PTS-20/2013/66,1541
2504,,,,30915.75,,,,,1689,0432,1543
2505,,,,119084.25,,,,,1987,SE/CM/226,1543
2506,,,,40515.75,,,,,1987,SE/CM/226,1544
2507,,,,3937.5,,,,,1990,SE/CM/227,1544
2508,,,,35345.0,,,,,2598,BNR,1544
2509,,,,15000.0,,,,,2599,BNR,1544
2510,,,,19200.0,,,,,2771,SE/CM/06,1544
2511,,,,11001.75,,,,,2772,SE/CM/09,1544
2512,,,,68798.25,,,,,2772,SE/CM/09,1545
2513,,,,56201.75,,,,,2835,SE/C/35,1545
2514,-,,,106629.0,-,,,,,,1546
2515,-,,,106628.0,-,,,,,,1547
2516,-,,,8325.0,-,,,,,,1548
2517,,,,5733.0,,,,,3866,105,1549
2518,-,,,45000.0,-,,,,,,1550
2519,,,,44300.0,,,,,3741,377,1551
2520,-,,"1044,",3600.0,-,,,,,,1552
2521,-,,,3600.0,-,,,,,,1553
2522,,,,82518.75,,,,,4101,1415012,1554
2523,,,,14680.51,,,,,3370,E-2912,1555
2524,,,,4523.49,,,,,3371,E-2911,1555
2525,-,,"1137,",40500.0,-,,,,,,1556
2526,-,,"1066,",11261.0,-,,,,,,1557
2527,,,,57.0,,,,,1685,087,1558
2528,,,,2308.89,,,,,2164,147,1558
2529,,,,190.0,,,,,2561,158,1558
2530,,,,25765.11,,,,,2563,158/157/156/155/154/153,1558
2531,,,,7348.14,,,,,2563,158/157/156/155/154/153,1559
2532,,,,506.25,,,,,2722,163,1559
2533,,,,3270.37,,,,,2723,162,1559
2534,,,,13875.24,,,,,2906,173,1559
2535,-,,"1322,",115211.0,-,,,,,,1560
2536,,,,4534.16,,,,,3452,674,1561
2537,,,,16751.81,,,,,3453,706,1561
2538,-,,"0811,",15000.0,-,,,,,,1562
2539,-,,,20000.0,-,,,,,,1563
2540,-,,,590.0,-,,,,,,1564
2541,-,,,350000.0,-,,,,,,1565
2542,,,,20888.0,,,,,3093,6677,1566
2543,-,,,7449.0,-,,,,,,1567
2544,,,,15584.49,,,,,2192,3547,1568
2545,,,,11679.82,,,,,2686,113,1568
2546,,,,6825.87,,,,,2695,167,1568
2547,,,,6573.06,,,,,2702,20,1568
2548,,,,52432.8,,,,,2787,280,1568
2549,,,,6903.96,,,,,2797,367,1568
