SalesId,SysDate,SysTime,SessionId,CompId,FinYearId,EnqId,CustomerId,CustomerName,RegdAddress,RegdCountry,RegdState,RegdPinNo,RegdContactNo,RegdFaxNo,WorkAddress,WorkCountry,WorkState,WorkPinNo,WorkContactNo,WorkFaxNo,MaterialDelAddress,MaterialDelCountry,MaterialDelState,MaterialDelPinNo,MaterialDelContactNo,MaterialDelFaxNo,ContactPerson,JuridictionCode,Commissionurate,TinVatNo,Email,EccNo,Divn,TinCstNo,ContactNo,Range,PanNo,TDSCode,Remark,MaterialDelCity,RegdCity,WorkCity
147,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,M014,MAHINDRA UGINE STEEL CO. LTD,"MUSCO STAMPING,PLOT NO.2,SEC-11,TATA VENDOR PARK,PANTNAGAR",1,34,263153, (02192) 63318,(02192) 63318,"MUSCO STAMPING,PLOT NO.2,SEC-11,TATA VENDOR PARK,PANTNAGAR",1,34,263153, (02192) 63318,(02192) 63318,"MUSCO STAMPING,PLOT NO.2,SEC-11,TATA VENDOR PARK,PANTNAGAR",1,34,263153, (02192) 63318,(02192) 63318,MR.RAJENDER SONI,-,-,05006213360/10.02.06,SONI.RAJENDER@mahindra.com,AAACM4998GEM007,-,RU-5041197/10.02.06,09557102265,-,AAACM4998G,-,,679,679,679
148,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,M015,MACHTOOLS,"F 24, Shopping Plaza, Above Suman Bajaj,S 7/2 Site IV, Honda Square,Opposite Hotel Radisson",1,33,-,+91 120 2340082,+91 120 4223013,"F 24, Shopping Plaza, Above Suman Bajaj,S 7/2 Site IV, Honda Square,Opposite Hotel Radisson",1,33,-,+91 120 2340082,+91 120 4223013,"F 24, Shopping Plaza, Above Suman Bajaj,S 7/2 Site IV, Honda Square,Opposite Hotel Radisson",1,33,-,+91 120 2340082,+91 120 4223013,PRAVEEN GOYAL,-,-,-,machtools@gmail.com,-,-,09766105964,+91 98107 15463,-,-,-,,577,577,577
149,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,M016,MUNGI BROTHERS,"D - 15,M. I. D. C.,AMBAD",1,21,422010, 02532380239,02532382398,"D - 15,M. I. D. C.,AMBAD",1,21,422010, 02532380239,02532382398,"D - 15,M. I. D. C.,AMBAD",1,21,422010, 02532380239,02532382398,Mr. Sandeep Bhalerao,-,NASIK,27450001592V DT. 01/04/2006,mungi@sancharnet.in,AAAFM1974HXM001,II,27450001592C DT. 01/04/2006,9623539858,II,-,-,,405,405,405
150,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,M017,MUNGI ENGINEERS PVT. LTD.,"A- 1/5, MVML SUPPLIER PARK,MIDC CHAKAN,PHASE - IV",1,21,410501,9881147037,-,"A- 1/5, MVML SUPPLIER PARK,MIDC CHAKAN,PHASE - IV",1,21,410501,9881147037,-,"A- 1/5, MVML SUPPLIER PARK,MIDC CHAKAN,PHASE - IV",1,21,410501,9881147037,-,Mr. Vinod Narkhede,-,-,27400324290V DT.01/04/2006,narkhede.vinod@mungiindia.com,AAECM0828MEM008,PUNE-V,27400324290C DT.01/04/2006,9922433237,CHAKAN,-,-,,405,405,405
151,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,M018,MASTER ZIPPEL CLEANING SYSTEMS PVT. LTD.,"GAT NO. 307, KONDHAPURI,PUNE-NAGAR ROAD,TAL - SHIRUR",1,21,412209,"+91-02137-617447,61745",-,"GAT NO. 307, KONDHAPURI,PUNE-NAGAR ROAD,TAL - SHIRUR",1,21,412209,"+91-02137-617447,61745",-,"GAT NO. 307, KONDHAPURI,PUNE-NAGAR ROAD,TAL - SHIRUR",1,21,412209,"+91-02137-617447,61745",-,Nagesh Jadhav,-,-,27730763276V w.e.f:25/03/2010,info@masterzippel.com,AAGCM0004KEM001,-,27730763276C w.e.f:25/03/2010,+91 90110 42521,-,-,-,,405,405,405
152,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,S001,S.S.TECHNOSERVICES PVT.LTD.,-,1,21,-,-,-,"PLOT NO.446,J BLOCK M.I.D.C.,BHOSARI",1,21,411026,-,-,"PLOT NO.446,J BLOCK M.I.D.C.,BHOSARI",1,21,411026,-,-,MR.SHUKLA,-,PUNE 1,27880008000V Dt 01/04/06,mail@domain.com,AAFCS5339AXM001,PUNE V,27880008000C Dt 01/04/06,-,BHOSARI V,-,-,,405,405,405
153,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,S002,SANDWIK ASIA LTD.,"Sr.No.2223,Mumbai Pune Road,Dapodi",1,21,411012,020-27146491/93,020-27104631,"Sr.No.2223,Mumbai Pune Road,Dapodi",1,21,411012,020-27146491/93,020-27104631,"Sr.No.2223,Mumbai Pune Road,Dapodi",1,21,411012,020-27146491/93,020-27104631,-,-,-,-,ASD@DF.COM,-,-,-,-,-,-,-,,405,405,405
154,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,S003,SANVA AUTO,-,1,21,-,-,-,"A/32 & 39, M.I.D.C.,BARAMATI",1,21,413133,-,-,"A/32 & 39, M.I.D.C.,BARAMATI",1,21,413133,-,-,-,-,-,-,SD@RTG.COM,-,-,-,-,-,-,-,,405,405,405
155,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,S004,SKF INDIA LTD.,CHINCHWAD,1,21,411033,-,-,CHINCHWAD,1,21,411033,-,-,CHINCHWAD,1,21,411033,-,-,-,-,-,2740000019V01,mail@domain.com,AAACSO684HXM002,-,2740000019C01,-,-,-,-,,405,405,405
156,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,S005,SUNEET ENGINEERING PVT.LTD.,"Servey.no.36,Hissa No.2 ,Narhe Ambegaon ",1,21,411041,020-24319282,-,"Servey.no.36,Hissa No.2 ,Narhe Ambegaon ",1,21,411041,020-24319282,-,"Servey.no.36,Hissa No.2 ,Narhe Ambegaon ",1,21,411041,020-24319282,-,Mr.Nagpure ,-,-,27100003870V,suneet@rediffmail.com,AAFCS7774RXM002, PUNE-VI,27100003870C,9766647130,PII,-,-,,405,405,405
157,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,S006,SYNERGYTECH AUTOMATION PVT. LTD. PUNE,"Gut No.205,Kasurdi,Khed Shivapur,Saswad Road TQ- Bhor Pune ",1,21,-,020-24378901,020 - 24378900,"Gut No.205,Kasurdi,Khed Shivapur,Saswad Road TQ- Bhor Pune ",1,21,-,020-24378901,020 - 24378900,"Gut No.205,Kasurdi,Khed Shivapur,Saswad Road TQ- Bhor Pune ",1,21,-,020-24378901,020 - 24378900,-,-,-,-,info@synergytechs.com,-,-,-,-,-,-,-,,405,405,405
158,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,S007,SHARADA INDUSTRIES,"Unit II, Plot No. 305-306,Sector 7,PCNTDA,Bhosari",1,21,411026,27120962,-,"Unit II, Plot No. 305-306,Sector 7,PCNTDA,Bhosari",1,21,411026,27120962,-,"Unit II, Plot No. 305-306,Sector 7,PCNTDA,Bhosari",1,21,411026,27120962,-,KANCHAN PANT,-,-,27900001393 V dtd. 04/01/2006,kanchan@sharadaindustries.com,AAZPM 6524 EXM 002,-,27900001393 C dtd. 04/01/2006,9552503553,-,-,-,,405,405,405
159,2018-07-02,11:45:22 AM,Sapl0005,1,1,0,S008,SHARADA INDUSTRIES - UNIT III,"FII BLOCK,PLOT NO. 30/10/2,PIMPRI INDUSTRIAL AREA,MIDC",1,21,411 018,020 - 27120962,-,"FII BLOCK,PLOT NO. 30/10/2,PIMPRI INDUSTRIAL AREA,MIDC",1,21,411 018,020 - 27120962,-,"FII BLOCK,PLOT NO. 30/10/2,PIMPRI INDUSTRIAL AREA,MIDC",1,21,411 018,020 - 27120962,-,KHANDAKUR,-,PUNE - 1,27900001393V WEF 01/04/2006,SHARADA@PN3.VSNL.NET.IN,AAZPM 6524 EXM 003,AKURDI III,27AAZPM6524E1Z9,9422027481,PIMPRI II,27900001393C WEF 01/04/2006,-,,405,405,405
160,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,S009,SAINT GOBOIN SEKURIT INDIA,"Sekurit Division ,Plot No. A-1, SIPCOT Industrial Park,",1,31,602 105,-,-,-,1,31,-,-,-,-,1,31,-,-,-,Mr. Kishor Kumar ,-,-,-,kishorkumar.v@saint-goboin.com,-,-,-,9840922754,-,-,-,,554,554,554
161,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,S010,STRAG DESIGNERS PVT. LTD.,"W - 40, T - BLOCK,MIDC , BHOSARI",1,21,-,020-27111531,-,"W - 40, T - BLOCK,MIDC , BHOSARI",1,21,-,020-27111531,-,"W - 40, T - BLOCK,MIDC , BHOSARI",1,21,-,020-27111531,-,SANTOSH NAIKWADI,-,-,-,santoshn.1973@rediffmail.com,-,-,-,9011042540,-,-,-,,405,405,405
162,2018-01-17,4:28:40 PM,Sapl0005,1,1,0,S011,SHANTI IRON & STEEL,"690, UDYAMBAG,INDUSTRIAL ESTATE,",1,17,-,"0831-2440972/3, 2442122",0831-2440975,"690, UDYAMBAG,INDUSTRIAL ESTATE,",1,17,-,"0831-2440972/3, 2442122",0831-2440975,"690, UDYAMBAG,INDUSTRIAL ESTATE,",1,17,-,"0831-2440972/3, 2442122",0831-2440975,shantilal Porwal,-,-,-,svp@shantiiron.net,AAFFS4372N-XM001,I. D. O. BELGAUM,29AAFFS4372N1ZJ,9945221972,29580076808,-,-,,295,295,295
163,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,S012,STAR AUTO INDUSTRIES PVT. LTD,"G-2,3,8,17,Ansa Industrial Estate,Saki Vihar Road,Saki Naka ",1,21,400 072,022-42368200,022-42368222,"G-2,3,8,17,Ansa Industrial Estate,Saki Vihar Road,Saki Naka ",1,21,400 072,022-42368200,022-42368222,"G-2,3,8,17,Ansa Industrial Estate,Saki Vihar Road,Saki Naka ",1,21,400 072,022-42368200,022-42368222,Mr.Krishna Kodi ,-,-, 27350532722 V Dt. 03-06-2006 w.e.f. 01-04-2006,kkant@sainds.com,AAJCS6077MXM001,POWAI, 27350532722 C Dt. 03-06-2006 w.e.f. 01-04-2006,09820288172,04,-,-,,398,398,398
164,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,S013,SKH METALS LTD.,"Plot No.-2, Maruti Joint Venture Complex ",1,13,122015,91 0124 4823000,91 0124 2341317,"Plot No.-2, Maruti Joint Venture Complex ",1,13,122015,91 0124 4823000,91 0124 2341317,"Plot No.-2, Maruti Joint Venture Complex ",1,13,122015,91 0124 4823000,91 0124 2341317,Satyajit Chakraborty,-,-,-,satyajitchakraborty@skhmetals.com,AABCM1346NXM001,I,14516 date 05.07.86,91 9899353884,I & II,-,-,"Long rail, cross rail, trolley set for rail",171,171,171
165,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,S014,SKH METALS LTD.,"2,Maruti Joint Venture Complex",1,13,-,91 0124 4823000,91 0124 2341317,"2,Maruti Joint Venture Complex",1,13,-,91 0124 4823000,91 0124 2341317,"2,Maruti Joint Venture Complex",1,13,-,91 0124 4823000,91 0124 2341317,Satyajit Chakraborty,-,-,-,satyajitchakraborty@skhmetals.com,AABCM1346NXM001,-,-,-,-,-,-,DESTINATION : PLANT-I MODVAT : YES FREIGHT : EXTRA AT ACTUALS BY CUSTOMER SALES TAX : AGAINST FORM C,171,171,171
166,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,S015,SUPREME INDUSTRIES LTD.,"AT POST-KANHE,TAL-MAVAL",1,21,412 106 ,2114 255288,2114 255380,"AT POST-KANHE,TAL-MAVAL",1,21,412 106 ,2114 255288,2114 255380,"AT POST-KANHE,TAL-MAVAL",1,21,412 106 ,2114 255288,2114 255380,Mr.Uday Vaidya,-,-,27390253728 V,uday_vaidya@supreme.co.in,AAA CT 1344 FXM 010,-,27390253728 C,9923103552,-,-,-,,405,405,405
167,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,S016,SAIFY IND,"Plot No. 49 A-1 (Plant -1),Bommasandra Indl. area,Off Hosur Road, Bommasandra",1,17,-,9180-7832191/7832027,9180-7831332,"Plot No. 49 A-1 (Plant -1),Bommasandra Indl. area,Off Hosur Road, Bommasandra",1,17,-,9180-7832191/7832027,9180-7831332,"Plot No. 49 A-1 (Plant -1),Bommasandra Indl. area,Off Hosur Road, Bommasandra",1,17,-,9180-7832191/7832027,9180-7831332,KHOZEMA VAHANWALA,-,-,29870132472,saifyind@gamail.com,-,-,10173225/19.11.1982,09845022047,-,-,-,"Rail, Balancer & Trolley Set",293,293,293
168,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,S017,SIEMENS ROLLING STOCK PVT.LTD.,"130,PANDURANG BUDHKAR MARG WORLI,",1,21,400 018,-,-,"MIDC,PLOT NO-A-1/2,SHENDRA INDUSTRIAL ESTATE,",1,21,431 201,022 67572551-2551,022 24987176,"MIDC,PLOT NO-A-1/2,SHENDRA INDUSTRIAL ESTATE,",1,21,431 201,022 67572551-2551,022 24987176,MR.MANOJ DUDUSKAR,-,-,27495209791V dt.10-Oct-2008,manoj.duduskar@siemens.com,AAMCS1313HXM001dt.24.12.2008,-,27495209791C dt.10-Oct-2008,9011012436,-,AAHCS9857M,-,,385,398,385
169,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,S018,SIEMENS LIMITED.,"130,PANDURANG BUDHKAR MARG WORLI,",1,21,400 018,(0240)6646642,(0240)6646800,"BOGIE AURANGABAD,MIDC,PLOT NO.A-1/2,SHENDRA",1,21,431 201,(0240)6646642,(0240)6646800,"BOGIE AURANGABAD,MIDC,PLOT NO.A-1/2,SHENDRA",1,21,431 201,(0240)6646642,(0240)6646800,MANOJ DUDUSKAR,-,-,27930407855V DT. 1/4/2006,manoj.duduskar@siemens.com,-,-,27930407855C DT. 1/4/2006,9011012436,-,-,-,,385,398,385
170,2020-01-13,11:00:56 AM,sapl0313,1,1,0,S019,SHARADA INDUSTRIES,"W-199-B,S BLOCK,MIDC,BHOSARI",1,21,411 026,90-20-27120962,90-20-27121514,"W-199-B,S BLOCK,MIDC,BHOSARI",1,21,411 026,90-20-27120962,90-20-27121514,"W-199-B,S BLOCK,MIDC,BHOSARI",1,21,411 026,90-20-27120962,90-20-27121514,Kanchan Pant,-,Pune I,27AAZPM6524E1Z9,sharada@pn3.vsnl.net.in,AAZPM6524EXM001,"Pune V, near Akurdi Railway Station, Akurdi, Pune",27AAZPM6524E1Z9,9552503553,"Bhosari V, P.J.chambers, pimpri.",-,-,,405,405,405
171,2015-07-15,12:32:30 PM,Sapl0005,1,1,0,S020,SPECTRUM INDUSTRIES,"C-12 / 2A, TARAPUR ROAD, NEAR FLYOVER, TARAPUR M.I.D.C. AREA, BOISAR",1,21,401506,91-2224384155 / 4255,91-2224384555,"PLOT NO. J-247/1,TARAPUR M.I.D.C. AREA, BOISAR (W)",1,21,401506,91-2224384155 / 4255,91-2224384555,"PLOT NO. J-247/1,TARAPUR M.I.D.C. AREA, BOISAR (W)",1,21,401506,91-2224384155 / 4255,91-2224384555,Jayesh Tale,-,-,27870399255V,drtg@fh.fg,AGRPM 6687QEM 004,-,27870399255C,91-9819482348,-,-,-,,412,412,412
172,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,S021,SDFGDH.PVT.,-,1,2,-,-,-,-,1,3,-,-,-,-,1,2,-,-,-,-,-,-,-,CDFGHJN@WERT.VCOM,-,-,-,-,-,-,-,,6,7,26
173,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,S022,SMART AUTOMATION TECHNOLOGIES,"6, KARAN BHARTI, KATRAJ",1,21,411046,020-24376245/44/24376174,-,"6, KARAN BHARTI, KATRAJ",1,21,411046,020-24376245/44/24376174,-,"6, KARAN BHARTI, KATRAJ",1,21,411046,020-24376245/44/24376174,-,MR. PRADEEP KULKARNI,-,-,27240515371V,pradeepkulkarni123@hotmail.com,-,-,27240515371C,09422012179,-,-,-,,405,405,405
174,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,S023,"STAR AUTO INDUSTRIES PVT. LTD., PANTNAGAR","PLOT NO. 50 B,SECTOR 11, IIE, SIDCUL",1,34,0500856446,-,-,"PLOT NO. 50 B,SECTOR 11, IIE, SIDCUL",1,34,0500856446,-,-,"PLOT NO. 50 B,SECTOR 11, IIE, SIDCUL",1,34,0500856446,-,-,-,-,-,-,jitu@sainds.com,-,-,RU-05008564446,-,-,-,-,,679,679,679
175,2013-04-08,2:20:52 PM,Sapl0005,1,1,13,C011,CUMMINS INDIA LTD.,"PLOT NO. B-2,PHALTAN SEZ INDUSTRIAL AREA,VILLAGE-NANDAL AND SURAWADI,TAL. PHALTAN,SATARA.",1,21,415523,+1 (877) 3774357,25632365,"PLOT NO. B-2,PHALTAN SEZ INDUSTRIAL AREA,VILLAGE-NANDAL AND SURAWADI,TAL. PHALTAN,SATARA.",1,21,415523,+1 (877) 3774357,25632365,"PLOT NO. B-2,PHALTAN SEZ INDUSTRIAL AREA,VILLAGE-NANDAL AND SURAWADI,TAL. PHALTAN,SATARA.",1,21,415523,+1 (877) 3774357,25632365,SANDIP BHADANE,-,-,27410344315V dated 1 April 2006,sandip.v.bhadane@cummins.com,-,-,27410344315C dated 1 April 2006,9922434636,-,-,-,-,409,409,409
176,2013-04-09,4:55:14 PM,Sapl0005,1,1,16,C012,CUMMINS TECHNOLOGIES INDIA LIMITED - RECON INDIA,"RECON INDIA, 7th FLOOR - B WING : DOWN TOWN - THE CITY CENTER (DTC) : S.NO. 8+ 1, NEAR MHATRE BRIDGE, PUNE",1,21,411004,+91-020-66002400,+91-020-66002400,"PLOT NO. A-1, MIDC SURWADI, - PHALTAN-LONAND ROAD - PHALTAN",1,21,-,-,-,"PLOT NO. A-1, MIDC SURWADI, - PHALTAN-LONAND ROAD - PHALTAN",1,21,415522,+91-02138-399000,+91-02138-399098,SARANG PATEKAR,-,-,-,sarang.patekar@cummins.com,-,-,-,+91 8888848018,-,-,-,-,405,405,405
177,2017-10-11,3:52:55 PM,Sapl0005,1,1,0,A021,AUTOCOMPS CORPORATION PANSE PVT LTD MOSHI-II,"GAT NO.198/200, VILLAGE-BORHADEWADI ,
DEHU-ALANDI ROAD ,
MOSHI, PUNE-412 114",1,21,412 114,020-24378900,020-24378901,"GAT NO.198/200, VILLAGE-BORHADEWADI ,
DEHU-ALANDI ROAD ,
MOSHI, PUNE-412 114",1,21,412 114,020-24378900,020-24378901,"GAT NO.198/200, VILLAGE-BORHADEWADI ,
DEHU-ALANDI ROAD ,
MOSHI, PUNE-412 114",1,21,412 114,020-24378900,020-24378901,YOGESH SHIRSAT,-,-,27940527984 V w.e.f. 01.04.2006,papl1.purchase@pansegroup.com,AAFCA6224NEM006,Pune-III,27940527984 C w.e.f. 01.04.2006,+91- 8600105940,27AAFCA6224N1ZG,AAFCA6224N,27AAFCA6224N1ZG,,405,405,405
178,2013-06-17,9:47:55 AM,Sapl0005,1,1,0,P010,PIAGGIO VEHICLES PVT. LTD.,"F-19, MIDC, KATPHAL ROAD, MIDC AREA,BARAMATI- 413133, Dist.- PUNE,MAHARASHTRA",1,21,413133,91-2112-243770 / 71 / 73 / 76,91-2112-243772,"F-19, MIDC, KATPHAL ROAD, MIDC AREA,BARAMATI- 413133, Dist.- PUNE,MAHARASHTRA",1,21,413133,91-2112-243770 / 71 / 73 / 76,91-2112-243772,"F-19, MIDC, KATPHAL ROAD, MIDC AREA,BARAMATI- 413133, Dist.- PUNE,MAHARASHTRA",1,21,413133,91-2112-243770 / 71 / 73 / 76,91-2112-243772,SAGAR DEOKAR,-,-,27490410619V wef 01/04/06,SAGAR.DEOKAR@piaggio.co.in,AABCP1225GXM002,-,27490410619C wef 01/04/06,-,-,-,-,,405,405,405
179,2013-06-05,12:26:48 PM,Sapl0005,1,1,0,G014,GENIX AUTOMATION PVT.LTD.,"Gat No.40, Village Chimbli,
Tal Khed, Dist:- Pune-410 501",1,21,410 501,91-020-27242122 to 24,+91-20-27242128,"Gat No.40, Village Chimbli,
Tal Khed, Dist:- Pune-410 501",1,21,410 501,91-020-27242122 to 24,+91-20-27242128,"Gat No.40, Village Chimbli,
Tal Khed, Dist:- Pune-410 501",1,21,410 501,91-020-27242122 to 24,+91-20-27242128,KIRAN SASANE,-,-,27480601569 V,kiran@genixautomation.com,-,-,27480601569 C,020-27242122,-,AACCG6724A,-,,405,405,405
180,2013-06-21,3:15:09 PM,Sapl0005,1,1,0,P011,PLATEMASTERS,"PLOT NO. 97, SECTOR NO 10, PIMPRI- CHINCHWAD NEW TOWN DEVELOPMENT, BHOSARI,",1,21,411026,02067333208,-,"PLOT NO. 97, SECTOR NO 10, PIMPRI- CHINCHWAD NEW TOWN DEVELOPMENT, BHOSARI,",1,21,411026,02067333208,-,"PLOT NO. 97, SECTOR NO 10, PIMPRI- CHINCHWAD NEW TOWN DEVELOPMENT, BHOSARI,",1,21,411026,02067333208,-,SURYAKANT RATHI,-,-,27510001268V,platemasters@yahoo.in,AABFP3956FXM002,-,27510001268C,9822117881,-,-,-,,405,405,405
181,2013-07-04,10:14:41 AM,Sapl0005,1,1,0,G015,GLORIA ENGINEERING COMPANY,"GAT NO.1326, SHELARWASTI,DEHU ALANDI ROAD, PUNE - 412 114",1,21,412 114,-,-,"GAT NO.1326, SHELARWASTI,DEHU ALANDI ROAD, PUNE - 412 114",1,21,412 114,-,-,"GAT NO.1326, SHELARWASTI,DEHU ALANDI ROAD, PUNE - 412 114",1,21,412 114,-,-,MR. AMIT AGARWAL,-,PUNE - I,27260000969V,amit.agarwal@gloriagroup.co.in,AACFG5559LXM004,PUNE - II,27260000969C,-,CHINCHWAD - IV,-,-,,405,405,405
182,2013-08-05,9:17:14 AM,Sapl0005,1,1,0,A022,"ARKAY FABSTEEL PVT. LTD., UNIT 3","GAT NO. 418, VILLANGE AMBETHAN, TALUKA KHED",1,21,410501,-,-,"GAT NO. 418, VILLANGE AMBETHAN, TALUKA KHED",1,21,410501,-,-,"GAT NO. 418, VILLANGE AMBETHAN, TALUKA KHED",1,21,410501,-,-,NILESH PAWAR,-,PUNE,27500884216V,nilesh.pawar@arkayindia.com,AAHCA2157LEM007,PUNE-V,27500884216C,8308811942,SADGURU COMPLEX CHAKAN,-,-,,405,405,405
183,2013-08-08,3:56:30 PM,Sapl0005,1,1,0,A023,AMTEK AUTO PRESSING & EXPORTS PVT. LTD.,"E6/3 MIDC PHASE III,  NANEKARWADI, CHAKAN , PUNE",1,21,410501,-,-,"E6/3 MIDC PHASE III,  NANEKARWADI, CHAKAN , PUNE",1,21,410501,-,-,"E6/3 MIDC PHASE III,  NANEKARWADI, CHAKAN , PUNE",1,21,410501,-,-,Pankaj Seth,-,-,27900542168 V,amtekpune@gmail.com,AAFCA  6352B  EM 002,-,27900542168 C,9823059005,-,-,-,,405,405,405
184,2013-08-14,9:26:21 AM,Sapl0005,1,1,0,B007,BADVE ENGINEERING LTD- UNIT-XIII,"PLOT NO.A-23/1, CHAKAN INDUSTRIAL AREA, PHASE-II, VILLAGE: KHALUMBRE, TQ.KHED",1,21,410501,-,-,"PLOT NO.A-23/1, CHAKAN INDUSTRIAL AREA, PHASE-II, VILLAGE: KHALUMBRE, TQ.KHED",1,21,410501,-,-,"PLOT NO.A-23/1, CHAKAN INDUSTRIAL AREA, PHASE-II, VILLAGE: KHALUMBRE, TQ.KHED",1,21,410501,-,-,R.K.Jadhav,-,-,27680000350V,rkjadhav@badvegroup.com,AAACB9378FEM014,-,27680000350C,09881150811,-,AAACB9378F,-,-,405,405,405
185,2013-09-10,10:40:34 AM,Sapl0005,1,1,0,T014,TATA CUMMINS LIMITED,"A  WING, 8TH FLOOR, DOWN TOWN CITY CENTRE (DTC), BESIDES HIMALI RESIDENCY, NEAR MHATRE BRIDGE, ERADWANE, PUNE - 411 004, INDIA",1,21,411004,-,-,"A  WING, 8TH FLOOR, DOWN TOWN CITY CENTRE (DTC), BESIDES HIMALI RESIDENCY, NEAR MHATRE BRIDGE, ERADWANE, PUNE - 411 004, INDIA",1,21,411004,-,-,"PLOT NO. A-1/1, PHALTAN LONAND ROAD, SURAVADI VILLAGE",1,21,415522,9121662620,916573041450,MR. RAHUL AGARWAL,-,-,27780658537V,rahul@cummins.com,AAACT6353LXM002,-,27780658537C,-,-,-,-,,405,405,405
186,2014-06-06,6:34:53 PM,Sapl0005,1,1,0,B008,BHAGIRATH COACH AND METAL FABRICATORS PVT. LTD.,"223 Apollo Tower, 2nd Floor, 2 M.G. Road Indore",1,20,452001,+91 7292 409688,+91 7292 253377,"202,Sector No.1, Pithampur",1,20,454775,+91 7292 409688,+91 7292 253377,"202,Sector No.1, Pithampur",1,20,454775,+91 7292 409688,+91 7292 253377,Mr. Rajendra Patidar,-,-,23260900419,rpatidar@bhagirathbrothers.org,AAACB7112PXM001,II INDORE,0109/XLI/0345/c    Dt.  15-07-97,+91 99930 91501,29AAFCA6224N1ZC,AAACB7112,-,,347,354,347
187,2017-10-26,4:43:52 PM,Sapl0005,1,1,0,A024,AUTOCOMP CORPORATION PANSE PVT.LTD - DHARWAD,"Plot No. 125, Survey No. 258,Belur Industrial Area,Village-Belur,Garag
Hubli",1,17,580011,-,-,"Plot No. 125, Survey No. 258,Belur Industrial Area,Village-Belur,Garag
Hubli",1,17,580011,-,-,"Plot No. 125, Survey No. 258,Belur Industrial Area,Village-Belur,Garag
Hubli",1,17,580011,-,-,Yogesh Shirsat,-,-,29291145762V,papl1.purchase@pansegroup.com,AAFCA6224NEM007,DHARWAD,29AAFCA6224N1ZC,7387103990,DHARWAD-B,AAFCA6224N,29AAFCA6224N1ZC,29291145762C,304,304,304
188,2013-12-21,5:52:36 PM,Sapl0005,1,1,0,J014,"JBM AUTO LIMITED, PATHREDI","601, HEMKUNT CHAMBERS, 
89, NEHRU PLACE,",1,10,410019,-,-,"PLOT NO.:SP1-891 RIICO IND. AREA, NEXT TO SHRI RAM PISTONS, PATHREDI",1,29,410092,-,-,"PLOT NO.:SP1-891 RIICO IND. AREA, NEXT TO SHRI RAM PISTONS, PATHREDI",1,29,410092,-,-,Akshay.Bhardwaj,-,-,-,Akshay.Bhardwaj1@jbm.co.in,AAACJ9630NEM011,BHIWADI,08974202738,08826681823,BHIWADI-IV,AAACJ9630N,-,,500,133,500
189,2014-02-18,2:08:12 PM,Sapl0005,1,1,0,M019,MICROMATIC AUTOMATION SERVICES,"S.No-30/8, Saraswati Ind. Estate,Shop No.-31, Dhayari Narhe Road,Near Prabhat Press,Dhayari,",1,21,411041,020-65202545,-,"S.No-30/8, Saraswati Ind. Estate,Shop No.-31, Dhayari Narhe Road,Near Prabhat Press,Dhayari,",1,21,411041,020-65202545,-,"S.No-30/8, Saraswati Ind. Estate,Shop No.-31, Dhayari Narhe Road,Near Prabhat Press,Dhayari,",1,21,411041,020-65202545,-,Bhanage V.R,-,-,27085247992V w.e.f. 25-Jun-2012,sales@micromatic.co.in,AAVFM0149BSD001,-,27085247992C w.e.f. 25-Jun-2012,09850068554,-,AAVFM0149B,-,,405,405,405
190,2014-02-28,9:33:12 AM,Sapl0005,1,1,0,A025,ALF ENGINEERING PVT. LTD-UNIT - 7,"Survey No. 320/1A,320/1B, Muruthandapalli Shoolagiri Post- Hosur Taluka",1,31,635117,04344252037,-,"Survey No. 320/1A,320/1B, Muruthandapalli Shoolagiri Post- Hosur Taluka",1,31,635117,04344252037,-,"Survey No. 320/1A,320/1B, Muruthandapalli Shoolagiri Post- Hosur Taluka",1,31,635117,04344252037,-,Madhan Kumar S,-,-,-,madhankumar@alfengineering.com,AAFCA6242GXM006,-,33673324398,0-88831 88933,-,-,-,,680,680,680
