Id,CustomerName,Address,GST,DCNo,DCDate,Attention,Contact,Responsible_By,Type,ItemCode,Description,HSN,Quantity,Rate,Amount,TQty,TAmt,Gst_per,GTotal,Remark,Transport,vehicleNo,LRNo,Acknowledgement,UOM,SysDate,SysTime,SessionId,CompId,FinYearId,GrandTotal,GSTWORDS
6401,SURIN AUTOMOTIVE PVT LTD,"PLOT NO N-A-194, ELDECO SIDCUL INDL PARK, SITARGANJ, UTTRAKHAND -262405, SITAPUR, UTTRAKHAND",,1259,21-12-2020,MR RAJKUMAR,8954889924,MR ANNIRUDHA RAUT,RETURNABLE,00708-05-440,REST MYLAR,0,2,1.0,2.0,237.0,237.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:26:23 PM,sapl0312,1,8,,0%
6402,SURIN AUTOMOTIVE PVT LTD,"PLOT NO N-A-194, ELDECO SIDCUL INDL PARK, SITARGANJ, UTTRAKHAND -262405, SITAPUR, UTTRAKHAND",,1259,21-12-2020,MR RAJKUMAR,8954889924,MR ANNIRUDHA RAUT,RETURNABLE,magnet,MAGNET 10 X 10,0,7,1.0,7.0,237.0,237.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:26:23 PM,sapl0312,1,8,,0%
6403,SURIN AUTOMOTIVE PVT LTD,"PLOT NO N-A-194, ELDECO SIDCUL INDL PARK, SITARGANJ, UTTRAKHAND -262405, SITAPUR, UTTRAKHAND",,1259,21-12-2020,MR RAJKUMAR,8954889924,MR ANNIRUDHA RAUT,RETURNABLE,H001-010-045,SOC HD SCREW - IS 2269 - GRADE 12.9 - M10X45,0,4,1.0,4.0,237.0,237.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:26:23 PM,sapl0312,1,8,,0%
6404,SURIN AUTOMOTIVE PVT LTD,"PLOT NO N-A-194, ELDECO SIDCUL INDL PARK, SITARGANJ, UTTRAKHAND -262405, SITAPUR, UTTRAKHAND",,1259,21-12-2020,MR RAJKUMAR,8954889924,MR ANNIRUDHA RAUT,RETURNABLE,H001-008-030,SOC HD SCREW - IS 2269 - GRADE 12.9 - M8X30,0,3,1.0,3.0,237.0,237.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:26:23 PM,sapl0312,1,8,,0%
6405,SURIN AUTOMOTIVE PVT LTD,"PLOT NO N-A-194, ELDECO SIDCUL INDL PARK, SITARGANJ, UTTRAKHAND -262405, SITAPUR, UTTRAKHAND",,1259,21-12-2020,MR RAJKUMAR,8954889924,MR ANNIRUDHA RAUT,RETURNABLE,H001-006-040,SOC HD SCREW - IS 2269 - GRADE 12.9 - M6X40,0,2,1.0,2.0,237.0,237.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:26:23 PM,sapl0312,1,8,,0%
6406,SURIN AUTOMOTIVE PVT LTD,"PLOT NO N-A-194, ELDECO SIDCUL INDL PARK, SITARGANJ, UTTRAKHAND -262405, SITAPUR, UTTRAKHAND",,1259,21-12-2020,MR RAJKUMAR,8954889924,MR ANNIRUDHA RAUT,RETURNABLE,H039-106-030,DOWEL PIN WITH INTERNAL THREAD - DIA 6 M4 X 30 IS 3524 - 1966,0,3,1.0,3.0,237.0,237.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:26:23 PM,sapl0312,1,8,,0%
6407,SURIN AUTOMOTIVE PVT LTD,"PLOT NO N-A-194, ELDECO SIDCUL INDL PARK, SITARGANJ, UTTRAKHAND -262405, SITAPUR, UTTRAKHAND",,1259,21-12-2020,MR RAJKUMAR,8954889924,MR ANNIRUDHA RAUT,RETURNABLE,H039-108-045,DOWEL PIN WITH INTERNAL THREAD - DIA 8 M6 X 45 IS 3524 - 1966,0,2,1.0,2.0,237.0,237.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:26:23 PM,sapl0312,1,8,,0%
6408,SURIN AUTOMOTIVE PVT LTD,"PLOT NO N-A-194, ELDECO SIDCUL INDL PARK, SITARGANJ, UTTRAKHAND -262405, SITAPUR, UTTRAKHAND",,1259,21-12-2020,MR RAJKUMAR,8954889924,MR ANNIRUDHA RAUT,RETURNABLE,PINS,PINS AS PER LIST,0,192,1.0,192.0,237.0,237.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:26:23 PM,sapl0312,1,8,,0%
6409,SURIN AUTOMOTIVE PVT LTD,"PLOT NO N-A-194, ELDECO SIDCUL INDL PARK, SITARGANJ, UTTRAKHAND -262405, SITAPUR, UTTRAKHAND",,1259,21-12-2020,MR RAJKUMAR,8954889924,MR ANNIRUDHA RAUT,RETURNABLE,00688-19-390,REST MYLAR,0,2,1.0,2.0,237.0,237.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:26:23 PM,sapl0312,1,8,,0%
6410,SURIN AUTOMOTIVE PVT LTD,"PLOT NO N-A-194, ELDECO SIDCUL INDL PARK, SITARGANJ, UTTRAKHAND -262405, SITAPUR, UTTRAKHAND",,1259,21-12-2020,MR RAJKUMAR,8954889924,MR ANNIRUDHA RAUT,RETURNABLE,00688-19-520,L-BKT,0,2,1.0,2.0,237.0,237.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:26:23 PM,sapl0312,1,8,,0%
6411,SURIN AUTOMOTIVE PVT LTD,"PLOT NO N-A-194, ELDECO SIDCUL INDL PARK, SITARGANJ, UTTRAKHAND -262405, SITAPUR, UTTRAKHAND",,1259,21-12-2020,MR RAJKUMAR,8954889924,MR ANNIRUDHA RAUT,RETURNABLE,00688-19-580,L-BKT2,0,2,1.0,2.0,237.0,237.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:26:23 PM,sapl0312,1,8,,0%
6412,SURIN AUTOMOTIVE PVT LTD,"PLOT NO N-A-194, ELDECO SIDCUL INDL PARK, SITARGANJ, UTTRAKHAND -262405, SITAPUR, UTTRAKHAND",,1259,21-12-2020,MR RAJKUMAR,8954889924,MR ANNIRUDHA RAUT,RETURNABLE,00688-19-640,SHIM PLATE,0,2,1.0,2.0,237.0,237.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:26:23 PM,sapl0312,1,8,,0%
6413,SURIN AUTOMOTIVE PVT LTD,"PLOT NO N-A-194, ELDECO SIDCUL INDL PARK, SITARGANJ, UTTRAKHAND -262405, SITAPUR, UTTRAKHAND",,1259,21-12-2020,MR RAJKUMAR,8954889924,MR ANNIRUDHA RAUT,RETURNABLE,00688-57-660,ROUND SPACER,0,2,1.0,2.0,237.0,237.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:26:23 PM,sapl0312,1,8,,0%
6414,SURIN AUTOMOTIVE PVT LTD,"PLOT NO N-A-194, ELDECO SIDCUL INDL PARK, SITARGANJ, UTTRAKHAND -262405, SITAPUR, UTTRAKHAND",,1259,21-12-2020,MR RAJKUMAR,8954889924,MR ANNIRUDHA RAUT,RETURNABLE,00688-57-720,PLATE 02,0,2,1.0,2.0,237.0,237.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:26:23 PM,sapl0312,1,8,,0%
6415,SURIN AUTOMOTIVE PVT LTD,"PLOT NO N-A-194, ELDECO SIDCUL INDL PARK, SITARGANJ, UTTRAKHAND -262405, SITAPUR, UTTRAKHAND",,1259,21-12-2020,MR RAJKUMAR,8954889924,MR ANNIRUDHA RAUT,RETURNABLE,00692-11-460,I BKT,0,2,1.0,2.0,237.0,237.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:26:23 PM,sapl0312,1,8,,0%
6416,SURIN AUTOMOTIVE PVT LTD,"PLOT NO N-A-194, ELDECO SIDCUL INDL PARK, SITARGANJ, UTTRAKHAND -262405, SITAPUR, UTTRAKHAND",,1259,21-12-2020,MR RAJKUMAR,8954889924,MR ANNIRUDHA RAUT,RETURNABLE,00692-11-610,Z-BKT,0,2,1.0,2.0,237.0,237.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:26:23 PM,sapl0312,1,8,,0%
6417,NEEL METAL PRODUCTS LTD.,"PLOT NO 22 & PLOT NO 1A,SECTOR 12 ITBT PARK, LIE, SIDCUL, 263153 PANTNAGAR, UTTRAKHAND",,1260,21-12-2020,MR SANTOSH SISODIA,,MR ANNIRUDHA RAUT,RETURNABLE,00693-19-500,L BKT,0,1,1.0,1.0,224.0,224.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,na,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:39:05 PM,sapl0312,1,8,,0%
6418,NEEL METAL PRODUCTS LTD.,"PLOT NO 22 & PLOT NO 1A,SECTOR 12 ITBT PARK, LIE, SIDCUL, 263153 PANTNAGAR, UTTRAKHAND",,1260,21-12-2020,MR SANTOSH SISODIA,,MR ANNIRUDHA RAUT,RETURNABLE,pins,2 sets of pins as per list,0,192,1.0,192.0,224.0,224.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,na,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:39:05 PM,sapl0312,1,8,,0%
6419,NEEL METAL PRODUCTS LTD.,"PLOT NO 22 & PLOT NO 1A,SECTOR 12 ITBT PARK, LIE, SIDCUL, 263153 PANTNAGAR, UTTRAKHAND",,1260,21-12-2020,MR SANTOSH SISODIA,,MR ANNIRUDHA RAUT,RETURNABLE,00680-03-490,REST MYLAR,0,4,1.0,4.0,224.0,224.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,na,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:39:05 PM,sapl0312,1,8,,0%
6420,NEEL METAL PRODUCTS LTD.,"PLOT NO 22 & PLOT NO 1A,SECTOR 12 ITBT PARK, LIE, SIDCUL, 263153 PANTNAGAR, UTTRAKHAND",,1260,21-12-2020,MR SANTOSH SISODIA,,MR ANNIRUDHA RAUT,RETURNABLE,00684-05-600,WELDMENT BRACKET,0,2,1.0,2.0,224.0,224.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,na,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:39:05 PM,sapl0312,1,8,,0%
6421,NEEL METAL PRODUCTS LTD.,"PLOT NO 22 & PLOT NO 1A,SECTOR 12 ITBT PARK, LIE, SIDCUL, 263153 PANTNAGAR, UTTRAKHAND",,1260,21-12-2020,MR SANTOSH SISODIA,,MR ANNIRUDHA RAUT,RETURNABLE,00684-05-610,WELDMENT BRACKET,0,2,1.0,2.0,224.0,224.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,na,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:39:05 PM,sapl0312,1,8,,0%
6422,NEEL METAL PRODUCTS LTD.,"PLOT NO 22 & PLOT NO 1A,SECTOR 12 ITBT PARK, LIE, SIDCUL, 263153 PANTNAGAR, UTTRAKHAND",,1260,21-12-2020,MR SANTOSH SISODIA,,MR ANNIRUDHA RAUT,RETURNABLE,00688-47-440,MYLAR,0,2,1.0,2.0,224.0,224.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,na,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:39:05 PM,sapl0312,1,8,,0%
6423,NEEL METAL PRODUCTS LTD.,"PLOT NO 22 & PLOT NO 1A,SECTOR 12 ITBT PARK, LIE, SIDCUL, 263153 PANTNAGAR, UTTRAKHAND",,1260,21-12-2020,MR SANTOSH SISODIA,,MR ANNIRUDHA RAUT,RETURNABLE,00688-47-500,L BKT,0,2,1.0,2.0,224.0,224.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,na,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:39:05 PM,sapl0312,1,8,,0%
6424,NEEL METAL PRODUCTS LTD.,"PLOT NO 22 & PLOT NO 1A,SECTOR 12 ITBT PARK, LIE, SIDCUL, 263153 PANTNAGAR, UTTRAKHAND",,1260,21-12-2020,MR SANTOSH SISODIA,,MR ANNIRUDHA RAUT,RETURNABLE,00688-49-440,MYLAR,0,2,1.0,2.0,224.0,224.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,na,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:39:05 PM,sapl0312,1,8,,0%
6425,NEEL METAL PRODUCTS LTD.,"PLOT NO 22 & PLOT NO 1A,SECTOR 12 ITBT PARK, LIE, SIDCUL, 263153 PANTNAGAR, UTTRAKHAND",,1260,21-12-2020,MR SANTOSH SISODIA,,MR ANNIRUDHA RAUT,RETURNABLE,00688-49-500,L BKT,0,2,1.0,2.0,224.0,224.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,na,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:39:05 PM,sapl0312,1,8,,0%
6426,NEEL METAL PRODUCTS LTD.,"PLOT NO 22 & PLOT NO 1A,SECTOR 12 ITBT PARK, LIE, SIDCUL, 263153 PANTNAGAR, UTTRAKHAND",,1260,21-12-2020,MR SANTOSH SISODIA,,MR ANNIRUDHA RAUT,RETURNABLE,00692-11-480,Z BKT,0,2,1.0,2.0,224.0,224.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,na,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:39:05 PM,sapl0312,1,8,,0%
6427,NEEL METAL PRODUCTS LTD.,"PLOT NO 22 & PLOT NO 1A,SECTOR 12 ITBT PARK, LIE, SIDCUL, 263153 PANTNAGAR, UTTRAKHAND",,1260,21-12-2020,MR SANTOSH SISODIA,,MR ANNIRUDHA RAUT,RETURNABLE,00694-21-010,clamp arm weldment,0,1,1.0,1.0,224.0,224.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,na,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:39:05 PM,sapl0312,1,8,,0%
6428,NEEL METAL PRODUCTS LTD.,"PLOT NO 22 & PLOT NO 1A,SECTOR 12 ITBT PARK, LIE, SIDCUL, 263153 PANTNAGAR, UTTRAKHAND",,1260,21-12-2020,MR SANTOSH SISODIA,,MR ANNIRUDHA RAUT,RETURNABLE,00694-21-420,clamp mylar,0,4,1.0,4.0,224.0,224.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,na,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:39:05 PM,sapl0312,1,8,,0%
6429,NEEL METAL PRODUCTS LTD.,"PLOT NO 22 & PLOT NO 1A,SECTOR 12 ITBT PARK, LIE, SIDCUL, 263153 PANTNAGAR, UTTRAKHAND",,1260,21-12-2020,MR SANTOSH SISODIA,,MR ANNIRUDHA RAUT,RETURNABLE,00694-21-480,l bkt,0,2,1.0,2.0,224.0,224.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,na,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:39:05 PM,sapl0312,1,8,,0%
6430,NEEL METAL PRODUCTS LTD.,"PLOT NO 22 & PLOT NO 1A,SECTOR 12 ITBT PARK, LIE, SIDCUL, 263153 PANTNAGAR, UTTRAKHAND",,1260,21-12-2020,MR SANTOSH SISODIA,,MR ANNIRUDHA RAUT,RETURNABLE,00695-27-420,clamp mylar,0,1,1.0,1.0,224.0,224.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,na,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:39:05 PM,sapl0312,1,8,,0%
6431,NEEL METAL PRODUCTS LTD.,"PLOT NO 22 & PLOT NO 1A,SECTOR 12 ITBT PARK, LIE, SIDCUL, 263153 PANTNAGAR, UTTRAKHAND",,1260,21-12-2020,MR SANTOSH SISODIA,,MR ANNIRUDHA RAUT,RETURNABLE,00695-27-430,clamp mylar,0,1,1.0,1.0,224.0,224.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,na,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:39:05 PM,sapl0312,1,8,,0%
6432,NEEL METAL PRODUCTS LTD.,"PLOT NO 22 & PLOT NO 1A,SECTOR 12 ITBT PARK, LIE, SIDCUL, 263153 PANTNAGAR, UTTRAKHAND",,1260,21-12-2020,MR SANTOSH SISODIA,,MR ANNIRUDHA RAUT,RETURNABLE,00700-05-370,mylar,0,1,1.0,1.0,224.0,224.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,na,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:39:05 PM,sapl0312,1,8,,0%
6433,NEEL METAL PRODUCTS LTD.,"PLOT NO 22 & PLOT NO 1A,SECTOR 12 ITBT PARK, LIE, SIDCUL, 263153 PANTNAGAR, UTTRAKHAND",,1260,21-12-2020,MR SANTOSH SISODIA,,MR ANNIRUDHA RAUT,RETURNABLE,00700-05-610,bkt,0,1,1.0,1.0,224.0,224.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,na,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:39:05 PM,sapl0312,1,8,,0%
6434,NEEL METAL PRODUCTS LTD.,"PLOT NO 22 & PLOT NO 1A,SECTOR 12 ITBT PARK, LIE, SIDCUL, 263153 PANTNAGAR, UTTRAKHAND",,1260,21-12-2020,MR SANTOSH SISODIA,,MR ANNIRUDHA RAUT,RETURNABLE,00704-17-360,REST MYLAR,0,2,1.0,2.0,224.0,224.0,0.0,0.0,FOR SITE WORK,BY TEJ COURIER,BY COURIER,na,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-21,4:39:05 PM,sapl0312,1,8,,0%
6435,RELIANCE CALIBRATION LABORATORY,"20,Kudale Patil Corner,Sinhagad road,Vadgaon Bk.",-,1261,22-12-2020,Mr.Reliance,-,MR MADAN KUMBHAR,RETURNABLE,INSPECTION INST,INSPECTION INSTRUMENTS AS PER LIST ATTACHED,0,9,1.0,9.0,9.0,9.0,0.0,0.0,FOR CALIBRATION PURPOSE,SELF,MH 12 FP 4744,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-22,12:19:12 PM,sapl0312,1,8,,0%
6436,CUMMINS INDIA LTD,"KOTHRUD, PUNE",,1262,,MOHINI PAWAR,,MR ANNIRUDHA RAUT,NON-RETURNABLE,N77AMKCONVEYOR,"Set of power and free roller conveyor parts, Split Rollers and Ball cage plate",0,1,1.0,1.0,1.0,1.0,0.0,0.0,PART MATERIAL REF INV NO 34 DTD 22.12.2020,Takawale Transport,MH 42 B 9834,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-22,5:48:38 PM,sapl0312,1,8,,0%
6438,CUMMINS TECHNOLOGIES INDIA PVT LTD,"SEZ UNIT PLOT NO 83/1, SEZ PHALTAN, VILLAGE NANDAL SURWADI,TAL PHALTAN, DIST SATARA, PIN 415522",,1263,23-12-2020,,,MR ANNIRUDHA RAUT,RETURNABLE,ALLEN KEY,ALLEN KEY SET,0,1,1.0,1.0,11.0,11.0,0.0,0.0,FOR SITE WORK,BY HAND MR HARIDAS KALEKAR,MH 12 FP 4744,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-23,8:59:34 AM,sapl0312,1,8,,0%
6439,CUMMINS TECHNOLOGIES INDIA PVT LTD,"SEZ UNIT PLOT NO 83/1, SEZ PHALTAN, VILLAGE NANDAL SURWADI,TAL PHALTAN, DIST SATARA, PIN 415522",,1263,23-12-2020,,,MR ANNIRUDHA RAUT,RETURNABLE,ALLEN KEY,ALLEN KEY 14 MM,0,1,1.0,1.0,11.0,11.0,0.0,0.0,FOR SITE WORK,BY HAND MR HARIDAS KALEKAR,MH 12 FP 4744,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-23,8:59:34 AM,sapl0312,1,8,,0%
6440,CUMMINS TECHNOLOGIES INDIA PVT LTD,"SEZ UNIT PLOT NO 83/1, SEZ PHALTAN, VILLAGE NANDAL SURWADI,TAL PHALTAN, DIST SATARA, PIN 415522",,1263,23-12-2020,,,MR ANNIRUDHA RAUT,RETURNABLE,GROUTING M/C,GROUTING MACHINE BOSCH MAKE,0,1,1.0,1.0,11.0,11.0,0.0,0.0,FOR SITE WORK,BY HAND MR HARIDAS KALEKAR,MH 12 FP 4744,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-23,8:59:34 AM,sapl0312,1,8,,0%
6441,CUMMINS TECHNOLOGIES INDIA PVT LTD,"SEZ UNIT PLOT NO 83/1, SEZ PHALTAN, VILLAGE NANDAL SURWADI,TAL PHALTAN, DIST SATARA, PIN 415522",,1263,23-12-2020,,,MR ANNIRUDHA RAUT,RETURNABLE,HAMMER,HAMMER,0,1,1.0,1.0,11.0,11.0,0.0,0.0,FOR SITE WORK,BY HAND MR HARIDAS KALEKAR,MH 12 FP 4744,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-23,8:59:34 AM,sapl0312,1,8,,0%
6442,CUMMINS TECHNOLOGIES INDIA PVT LTD,"SEZ UNIT PLOT NO 83/1, SEZ PHALTAN, VILLAGE NANDAL SURWADI,TAL PHALTAN, DIST SATARA, PIN 415522",,1263,23-12-2020,,,MR ANNIRUDHA RAUT,RETURNABLE,OPEN SPANNER,OPEN SPANNER 24 X 27,0,1,1.0,1.0,11.0,11.0,0.0,0.0,FOR SITE WORK,BY HAND MR HARIDAS KALEKAR,MH 12 FP 4744,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-23,8:59:34 AM,sapl0312,1,8,,0%
6443,CUMMINS TECHNOLOGIES INDIA PVT LTD,"SEZ UNIT PLOT NO 83/1, SEZ PHALTAN, VILLAGE NANDAL SURWADI,TAL PHALTAN, DIST SATARA, PIN 415522",,1263,23-12-2020,,,MR ANNIRUDHA RAUT,RETURNABLE,RING SPANNER,RING SPANNER 24 X 27,0,1,1.0,1.0,11.0,11.0,0.0,0.0,FOR SITE WORK,BY HAND MR HARIDAS KALEKAR,MH 12 FP 4744,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-23,8:59:34 AM,sapl0312,1,8,,0%
6444,CUMMINS TECHNOLOGIES INDIA PVT LTD,"SEZ UNIT PLOT NO 83/1, SEZ PHALTAN, VILLAGE NANDAL SURWADI,TAL PHALTAN, DIST SATARA, PIN 415522",,1263,23-12-2020,,,MR ANNIRUDHA RAUT,RETURNABLE,GROUTING DRILL,GROUTING DRILL 16 MM,0,1,1.0,1.0,11.0,11.0,0.0,0.0,FOR SITE WORK,BY HAND MR HARIDAS KALEKAR,MH 12 FP 4744,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-23,8:59:34 AM,sapl0312,1,8,,0%
6445,CUMMINS TECHNOLOGIES INDIA PVT LTD,"SEZ UNIT PLOT NO 83/1, SEZ PHALTAN, VILLAGE NANDAL SURWADI,TAL PHALTAN, DIST SATARA, PIN 415522",,1263,23-12-2020,,,MR ANNIRUDHA RAUT,RETURNABLE,FASTNER,ANCHOR FASTNER M16 X 100,0,2,1.0,2.0,11.0,11.0,0.0,0.0,FOR SITE WORK,BY HAND MR HARIDAS KALEKAR,MH 12 FP 4744,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-23,8:59:34 AM,sapl0312,1,8,,0%
6446,CUMMINS TECHNOLOGIES INDIA PVT LTD,"SEZ UNIT PLOT NO 83/1, SEZ PHALTAN, VILLAGE NANDAL SURWADI,TAL PHALTAN, DIST SATARA, PIN 415522",,1263,23-12-2020,,,MR ANNIRUDHA RAUT,RETURNABLE,00597-01-980,BASE TABLE 02,0,1,1.0,1.0,11.0,11.0,0.0,0.0,FOR SITE WORK,BY HAND MR HARIDAS KALEKAR,MH 12 FP 4744,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-23,8:59:34 AM,sapl0312,1,8,,0%
6447,CUMMINS TECHNOLOGIES INDIA PVT LTD,"SEZ UNIT PLOT NO 83/1, SEZ PHALTAN, VILLAGE NANDAL SURWADI,TAL PHALTAN, DIST SATARA, PIN 415522",,1263,23-12-2020,,,MR ANNIRUDHA RAUT,RETURNABLE,PLATE,PLATE,0,1,1.0,1.0,11.0,11.0,0.0,0.0,FOR SITE WORK,BY HAND MR HARIDAS KALEKAR,MH 12 FP 4744,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-23,8:59:34 AM,sapl0312,1,8,,0%
6448,VAIBHAVI ENTERPRISES,"S. No. 42/2, Dattanagar, Ambegaon Road, Near Shivanjali Mitra Mandal, Pune - 411 046",-,1264,25-12-2020,-,-,MR. PRAVIN CHOUGULE,RETURNABLE,00696-05-14,DIMOND PIN,0,6,1.0,6.0,14.0,14.0,0.0,0.0,FOR DIMOND WORK,BY HAND MR. MAYUR,BY HAND,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:13:15 PM,SAPL0290,1,8,,0%
